"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*0669c*","Tristan Crama","BRF","D","134","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03hff*","Josh Cullen","BUR","M","137","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k1*","Luke Cundle","WOL","M","138","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048xg*","Josh Dasilva","BRF","M","143","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yuo*","Keinan Davis","AVL","F","146","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m4d*","Craig Dawson","WOL","D","147","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vg*","Siriki Dembele","BOU","M","150","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u6i*","Leander Dendoncker","AVL","M","151","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tz8*","Emmanuel Dennis","NOT","F","152","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u44*","Halil Dervisoglu","BRF","F","153","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nio*","Alfie Devine","TOT","M","154","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lpn*","Eric Dier","TOT","D","157","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qos*","Issa Diop","FUL","D","159","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nn*","Ben Doak","LIV","F","160","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uog*","Lewis Dobbin","EVE","F","161","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ot*","Cheick Doucoure","CRY","M","163","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062hb*","Flynn Downes","WHU","M","165","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k8*","Tommy Doyle","MCI","M","166","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*032f5*","Paul Dummett","NEW","D","168","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","169","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068se*","Jhon Duran","AVL","F","170","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ck*","Malcolm Ebiowei","CRY","M","171","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06663*","Khayon Edwards","ARS","F","173","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m5l*","John Egan","SHU","D","174","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uho*","CJ Egan-Riley","BUR","D","175","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4h*","Hjalmar Ekdal","BUR","D","176","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yrr*","Mohamed Elneny","ARS","M","177","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogb*","Anthony Elanga","MUN","M,F","178","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mf8*","Nathan Ferguson","CRY","D","186","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060yz*","Alvaro Fernandez","MUN","D","187","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rkk*","William Fish","MUN","D","189","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cp*","Tyrese Fornah","NOT","M","196","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051lc*","Pablo Fornals","WHU","M","197","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4o*","Lyle Foster","BUR","F","199","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm3*","Aidan Francis-Clarke","LUT","D","201","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04shz*","Tyrese Francois","FUL","M","202","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8r*","Ryan Fraser","NEW","M","203","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lof*","Ryan Fredericks","BOU","D","204","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lyo*","Luke Freeman","LUT","M","205","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04s8k*","Jorginho","ARS","M","206","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063u9*","Remo Freuler","NOT","M","207","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yx*","Gustavo Scarpa","NOT","M","208","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e8*","Goncalo Guedes","WOL","F","211","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056iu*","Jean-Philippe Gbamin","EVE","M","215","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uh9*","Bryan Gil","TOT","F","217","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sjv*","Ryan Giles","WOL","M","218","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cc*","Billy Gilmour","BHA","M","220","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051ki*","Ben Godfrey","EVE","D","221","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yd*","Joao Gomes","WOL","M","222","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yg5*","Toti","WOL","D","223","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r93*","Joseph Gomez","LIV","D","224","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063w0*","Sergio Gomez","MCI","D,M","225","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr0*","Charlie Goode","BRF","D","226","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05m9s*","John-Kymani Gordon","CRY","F","229","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vc*","Ben Greenwood","BOU","D","232","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050jq*","Marc Guehi","CRY","D","236","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxa*","Idrissa Gueye","EVE","M","237","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y7*","Oliver Hammond","NOT","M","242","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063dz*","Luke Harris","FUL","M","243","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k6*","Taylor Harwood-Bellis","MCI","D","244","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr4*","Kortney Hause","AVL","D","245","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035mq*","Isaac Hayden","NEW","M","247","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lk5*","Jordan Henderson","LIV","M","252","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*047l2*","Jeff Hendrick","NEW","M","253","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ha*","Yangel Herrera","MCI","M","257","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062og*","Aaron Hickey","BRF","D","258","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vb*","James Hill","BOU","D","259","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","261","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062z5*","Joseph Hodge","WOL","M","262","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yjx*","Ki-Jana Hoever","WOL","D","264","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*044nm*","Rob Holding","ARS","D","266","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v6s*","Mason Holgate","EVE","D","267","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f6o*","Will Hughes","CRY","M","270","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sh*","Bashir Humphreys","CHE","D","271","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ubv*","Omari Hutchinson","CHE","M","272","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w91*","Hwang Hee-Chan","WOL","F","273","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm9*","Hwang Ui-Jo","NOT","F","274","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06662*","Bradley Ibrahim","ARS","M","275","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","AVL","M","277","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tre*","Vitaly Janelt","BRF","M","283","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05s00*","Daniel Jebbison","SHU","F","284","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qrc*","Raul Jimenez","WOL","F","286","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mcg*","Ben Johnson","WHU","D","287","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fyg*","Zanka","BRF","D","291","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cl*","Issa Kabore","MCI","D","293","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061va*","Boubacar Kamara","AVL","M","295","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r8c*","Michal Karbownik","BHA","D","297","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ycv*","Hayao Kawabe","WOL","M","299","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfo*","Neeskens Kebano","FUL","M","301","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zh*","Thilo Kehrer","WHU","D","302","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k5*","Lloyd Kelly","BOU","D","304","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4o*","Reda Khadra","BHA","M","305","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*057a1*","Gavin Kilkenny","BOU","M","306","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052k9*","Ben Knight","MCI","M","311","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dyo*","Anthony Knockaert","FUL","M","312","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mks*","Terence Kongolo","FUL","D","314","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052ca*","Ezri Konsa","AVL","D","315","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eki*","Cheikhou Kouyate","NOT","M","316","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ch*","Kacper Kozlowski","BHA","M","318","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05746*","Emil Krafth","NEW","D","319","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yw*","Garang Kuol","NEW","F","321","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02opy*","Adam Lallana","BHA","M,F","322","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05a6d*","Tariq Lamptey","BHA","D","323","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mqu*","Aymeric Laporte","MCI","D","324","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xy*","Richie Laryea","NOT","D","325","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pig*","Jamaal Lascelles","NEW","D","326","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04io3*","Mario Lemina","WOL","M","328","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05vyi*","Marc Leonard","BHA","M","330","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tzt*","Jefferson Lerma","CRY","M","331","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051kd*","Jamal Lewis","NEW","D","332","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4n*","Marcel Lewis","BUR","M","333","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062x7*","Rico Lewis","MCI","D,M","334","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p3*","Keane Lewis-Potter","BRF","F","335","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fk8*","Victor Lindelof","MUN","D","336","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0574a*","Giovani Lo Celso","TOT","M","338","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c5x*","Tom Lockyer","LUT","D","340","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ug0*","Sean Longstaff","NEW","M","343","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vi*","Jamal Lowe","BOU","F","344","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o8n*","Max Lowe","SHU","D","345","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yt*","Sasa Lukic","FUL","M","347","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsf*","Paris Maghoma","BRF","M","352","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","353","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666p*","Kobbie Mainoo","MUN","M","355","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ft*","Tyrell Malacia","MUN","D","356","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637b*","Orel Mangala","NOT","M","358","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03hvn*","Javier Manquillo","NEW","D","359","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","366","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0435s*","Joel Matip","LIV","D","367","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056mf*","Neal Maupay","EVE","F","369","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pih*","Kevin Mbabu","FUL","D","370","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xx*","Loic Mbe Soh","NOT","D","371","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bs3*","Sean McAllister","EVE","M","373","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm5*","John McAtee","LUT","F","374","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061y0*","Scott McKenna","NOT","D","378","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clw*","Luke McNally","BUR","D","379","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04civ*","Scott McTominay","MUN","M","381","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhs*","James Mcatee","MCI","M","382","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6y*","Hannibal Mejbri","MUN","M","384","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
