player,team,minutes_90s_diff,xg_diff,npxg_diff,xg_assist_diff,npxg_xg_assist_diff,goals_per90_diff,assists_per90_diff,goals_assists_per90_diff,goals_pens_per90_diff,goals_assists_pens_per90_diff,xg_per90_diff,xg_assist_per90_diff,xg_xg_assist_per90_diff,npxg_per90_diff,npxg_xg_assist_per90_diff,matches_diff,shots_on_target_pct_diff,shots_per90_diff,shots_on_target_per90_diff,goals_per_shot_diff,goals_per_shot_on_target_diff,average_shot_distance_diff,npxg_per_shot_diff,xg_net_diff,npxg_net_diff,passes_pct_diff,passes_pct_short_diff,passes_pct_medium_diff,passes_pct_long_diff,pass_xa_diff,xg_assist_net_diff,sca_per90_diff,gca_per90_diff,challenge_tackles_pct_diff,take_ons_won_pct_diff,take_ons_tackled_pct_diff,minutes_pct_diff,minutes_per_start_diff,minutes_per_sub_diff,points_per_game_diff,plus_minus_per90_diff,plus_minus_wowy_diff,on_xg_for_diff,on_xg_against_diff,xg_plus_minus_diff,xg_plus_minus_per90_diff,xg_plus_minus_wowy_diff,aerials_won_pct_diff,games_starts_diff,minutes_diff
Joel Veltman,Brighton,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-8.0,100.0,-16.700000000000003,100.0,0.0,0.0,0.0,0.0,50.0,,,12.3,,11.0,0.0,-7.5,-9.22,0.30000000000000004,1.1,-0.7999999999999999,-5.22,-4.9399999999999995,0.0,0,34
Micky van de Ven,Tottenham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999997,0.0,-0.019999999999999997,-0.019999999999999997,-0.019999999999999997,,0.0,-1.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.5,0.9000000000000057,-1.2999999999999972,-33.3,0.0,0.0,0.5,0.0,-33.3,-6.700000000000003,20.0,0.0,0.0,,1.0,1.0,,1.7,2.0999999999999996,-0.4,0.30999999999999994,,0.0,1,90
Guglielmo Vicario,Tottenham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,18.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,,1.7,2.0999999999999996,-0.4,0.30999999999999994,,0.0,1,90
Vitinho,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0,0
Kyle Walker,Manchester City,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,0.0,0.0,,,,,0.0,0.0,-1.4000000000000057,-0.7999999999999972,-4.5,-2.4000000000000057,0.1,-0.1,-0.010000000000000231,-0.51,,40.0,-13.299999999999997,0.5,1.0,,0.0,-1.02,-1.02,1.0,0.3,0.6999999999999997,-0.4500000000000002,-0.44999999999999973,-50.0,1,90
Aaron Wan-Bissaka,Manchester Utd,0.7,0.0,0.0,0.10000000000000009,0.10000000000000009,0.0,-0.42000000000000004,-0.42000000000000004,0.0,-0.42000000000000004,0.0,-0.37,-0.37,0.0,-0.37,,,0.0,0.0,,,,,0.0,0.0,-2.700000000000003,1.1000000000000085,0.0,-50.0,0.10000000000000009,-0.1,-0.6800000000000002,-0.42000000000000004,0.0,-8.299999999999997,-8.3,-13.900000000000006,-12.0,,-1.5,-1.0,3.6,1.6999999999999997,1.1999999999999997,0.5,0.33,1.16,0.0,1,65
Joel Ward,Crystal Palace,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.20000000000000284,2.299999999999997,1.7000000000000028,-25.0,0.0,0.0,0.0,0.0,0.0,50.0,-50.0,-4.400000000000006,-4.0,,-1.5,-1.0,0.0,0.3999999999999999,2.0,-1.5999999999999999,-1.4500000000000002,-6.57,-40.0,1,82
Ollie Watkins,Aston Villa,0.8,0.39999999999999997,0.39999999999999997,0.09999999999999998,0.4,0.0,-0.44999999999999996,-0.44999999999999996,0.0,-0.44999999999999996,0.03999999999999998,0.010000000000000009,0.050000000000000044,0.03999999999999998,0.050000000000000044,,-16.700000000000003,-0.3400000000000001,-0.44999999999999996,0.0,0.0,-0.5,0.06,-0.39999999999999997,-0.39999999999999997,5.6000000000000085,2.8999999999999915,0.0,100.0,0.0,-0.10000000000000009,0.8700000000000001,0.10000000000000009,0.0,-16.700000000000003,-8.299999999999997,-9.400000000000006,-8.0,,1.5,3.45,-5.85,2.3,0.6000000000000001,1.8,1.6800000000000002,-2.68,0.0,1,73
Danny Welbeck,Brighton,0.6,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,-0.03999999999999998,0.06,0.020000000000000018,-0.03999999999999998,0.020000000000000018,,8.299999999999997,-0.6200000000000001,0.18000000000000016,0.0,0.0,0.0,0.0,-0.2,-0.2,0.3999999999999915,-8.400000000000006,0.0,,0.1,-0.1,2.58,1.35,,0.0,0.0,-11.699999999999989,-10.0,,0.0,1.7199999999999998,8.649999999999999,1.9000000000000004,0.9999999999999999,0.8999999999999999,-0.30000000000000004,4.53,0.0,1,56
Ben White,Arsenal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-0.10000000000000853,1.4000000000000057,2.700000000000003,-11.599999999999998,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.9999999999999998,1.0000000000000002,1.0,0.6499999999999999,,25.0,1,90
Neco Williams,Nott'ham Forest,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,,0.0,0.83,0.0,0.0,,23.6,0.02,0.0,0.0,6.700000000000003,75.0,-19.0,28.6,0.1,0.0,-3.0900000000000003,0.0,33.3,-85.7,71.4,39.5,90.0,0.0,1.5,-3.0900000000000003,-3.079999999999999,1.4,0.5,0.9,-0.94,-0.9400000000000002,66.7,1,90
Willian,Fulham,0.30000000000000004,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,-0.03,0.06,0.1,0.06,,0.0,1.32,0.0,0.0,,26.9,0.07,-0.1,-0.1,-0.5,-2.0,5.5,-3.5999999999999943,0.0,0.0,-0.7,0.0,0.0,-16.700000000000003,16.700000000000003,-12.200000000000003,0.0,23.0,-1.5,-1.32,1.48,0.2,1.9,-1.7999999999999998,-0.8799999999999999,1.2799999999999994,,0,23
Callum Wilson,Newcastle Utd,0.2,0.0,0.0,0.0,0.0,-2.04,0.0,-2.04,-2.04,-2.04,-1.85,0.05,-1.81,-1.85,-1.81,,0.0,-8.15,-8.15,0.0,0.0,0.0,0.0,0.0,0.0,-8.299999999999997,0.0,,0.0,0.0,0.0,1.7199999999999998,0.0,,50.0,50.0,1.0999999999999979,,1.0,-1.5,-4.08,-2.07,0.10000000000000009,0.19999999999999996,-0.10000000000000009,-2.5900000000000003,-1.9099999999999997,,0,25
Harry Wilson,Fulham,1.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,-0.16999999999999998,-0.18,-0.010000000000000009,-0.18,,66.7,0.5,1.0,0.0,0.0,0.09999999999999787,-0.030000000000000006,0.0,0.0,-9.5,-2.9000000000000057,7.900000000000006,-40.0,0.09999999999999998,0.0,-0.5,-0.5,-50.0,-50.0,50.0,0.0,0.0,,-1.5,-2.0,,0.5,3.7,-3.2,-0.99,,0.0,1,90
Yoane Wissa,Brentford,0.8999999999999999,1.4,1.4,0.0,1.4,-0.06000000000000005,0.0,-0.06000000000000005,-0.06000000000000005,-0.06000000000000005,0.65,-0.06,0.5900000000000001,0.65,0.5900000000000001,,-16.700000000000003,2.24,0.48,-0.13,-0.09999999999999998,-1.9000000000000004,0.07,-0.39999999999999997,-0.39999999999999997,9.200000000000003,12.299999999999997,-2.8999999999999986,0.0,0.0,0.0,-0.73,0.6,0.0,-33.3,0.0,3.8999999999999915,4.0,,1.0,1.21,-1.7,2.4000000000000004,0.3999999999999999,2.0,0.69,-2.52,33.3,1,78
Chris Wood,Nott'ham Forest,0.1,0.1,0.1,0.0,0.1,11.25,0.0,11.25,11.25,11.25,1.33,0.0,1.33,1.33,1.33,,100.0,11.25,11.25,1.0,1.0,9.4,0.12,0.9,0.9,50.0,50.0,,100.0,0.0,0.0,0.0,0.0,,,,3.3000000000000003,,3.0,1.5,11.25,10.76,0.1,0.0,0.2,6.26,6.06,0.0,0,7
Cauley Woodrow,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Joe Worrall,Nott'ham Forest,1.0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.16,0.06,0.16,,0.0,1.01,0.0,0.0,,10.6,0.06,-0.1,-0.1,21.900000000000006,13.299999999999997,7.599999999999994,30.0,0.3,-0.2,1.51,0.5,100.0,,,0.5,1.0,,1.5,1.01,1.01,1.3,0.5,0.9,0.23000000000000004,0.23000000000000043,0.0,1,90
Ryan Yates,Nott'ham Forest,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-1.2999999999999972,-0.5,-11.099999999999994,0.0,0.0,0.0,-0.19999999999999996,0.0,100.0,0.0,0.0,-37.8,0.0,22.0,1.5,1.0,0.0,0.30000000000000004,0.30000000000000004,0.0,-0.02999999999999997,-0.8,-33.3,0,22
Ashley Young,Everton,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,,,0.0,0.0,,,,,0.0,0.0,2.9000000000000057,3.299999999999997,0.7000000000000028,7.699999999999999,0.0,-0.1,0.0,0.0,100.0,-16.700000000000003,-16.700000000000003,0.0,0.0,,0.0,-1.5,,0.5999999999999996,2.9000000000000004,-2.3,-1.76,,-33.3,1,90
Illia Zabarnyi,Bournemouth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.29999999999999716,1.7999999999999972,1.0999999999999943,-8.0,0.0,0.0,-1.0,0.0,0.0,50.0,-50.0,0.0,0.0,,-0.5,-1.0,,1.3,2.9999999999999996,-1.8,-1.02,,1.8000000000000043,1,90
Anass Zaroury,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0
Kurt Zouma,West Ham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-2.200000000000003,-8.299999999999997,7.599999999999994,-12.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,1.0,,1.7999999999999998,2.5,-0.6000000000000001,-0.20999999999999996,,-40.0,1,90
