ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
379,Arnaut Danjuma,nl NED,"FW,MF",Everton,26-210,1997,3,1,161,1.8,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.8,8,3,13,0.00,0.00,0.00,0.00,0.00,0.39,0.08,0.47,0.39,0.47,Matches,2023,9,4,44.4,5.03,2.24,0.00,0.00,17.0,0,0.08,-0.7,-0.7,31,40,77.5,462,58,15,17,88.2,13,15,86.7,1,2,50.0,0.1,-0.2,1,0,0,0,37,3,0,0,1,3,0,1,1,0,0,0,1,6,3.35,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,60,1,3,22,36,11,60,5,2,40.0,1,20.0,42,377,168,5,3,4,4,45,54,59.6,89,0,2,36,0,0.00,0,4,-4,-2.24,-0.58,2.1,3.2,-1.1,-0.61,-0.84,0,1,3,1,0,0,0,5,2,0,100.0,3
386,Josh Dasilva,eng ENG,MF,Brentford,24-310,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,0,0,,0,,2,34,0,0,1,1,0,1,10,3.7,,0,1,10,1,3.00,0,0,0,0.00,-1.04,0.0,0.1,-0.1,-0.67,-2.18,0,0,0,0,0,0,0,1,0,0,,3
390,Ben Davies,wls WAL,DF,Tottenham,30-127,1993,2,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,2,2,0.00,0.00,0.00,0.00,0.00,1.67,0.00,1.67,1.67,1.67,Matches,2023,3,0,0.0,9.00,0.00,0.00,,17.8,0,0.19,-0.6,-0.6,22,24,91.7,299,154,13,13,100.0,9,11,81.8,0,0,,0.0,0.0,0,1,0,0,23,1,0,1,0,0,1,0,0,0,0,0,0,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,1,1,0,0,1,1,0,34,4,12,13,9,2,34,2,1,50.0,1,50.0,20,71,34,0,0,0,1,21,15,11.1,,0,2,15,1,3.00,1,0,+1,+3.00,+1.87,0.8,0.4,+0.4,+1.18,+1.27,0,0,1,0,0,0,0,2,0,1,0.0,3
392,Craig Dawson,eng ENG,DF,Wolves,33-115,1990,3,3,250,2.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,4,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,2023,3,1,33.3,1.08,0.36,0.00,0.00,16.7,0,0.04,-0.1,-0.1,125,142,88.0,2488,840,41,41,100.0,68,74,91.9,15,23,65.2,0.1,-0.1,1,3,0,0,138,4,4,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,4,6,0,0,5,6,83.3,1,6,4,2,2,8,9,0,174,30,109,54,11,8,174,1,1,100.0,0,0.0,116,639,243,1,0,3,1,118,83,92.6,83,2,0,,0,1.00,2,5,-3,-1.08,-1.08,5.1,5.6,-0.6,-0.20,-1.08,0,5,3,0,0,0,0,12,11,1,91.7,3
393,Kevin De Bruyne,be BEL,MF,Manchester City,32-062,1991,1,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,3,0.00,0.00,0.00,0.00,0.00,0.08,0.83,0.91,0.08,0.91,Matches,2023,1,0,0.0,4.09,0.00,0.00,,32.2,0,0.02,0.0,0.0,6,10,60.0,142,74,1,2,50.0,4,5,80.0,1,2,50.0,0.2,-0.2,1,0,3,2,8,1,0,0,0,3,0,1,0,0,0,1,0,2,7.83,2,0,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,0,4,8,0,12,0,0,,0,,5,29,25,0,0,0,0,8,22,8.1,22,0,0,,0,3.00,1,0,+1,+4.09,+2.64,0.4,0.1,+0.3,+1.13,-0.66,0,1,0,0,0,0,0,2,0,0,,3
402,Hannes Delcroix,be BEL,DF,Burnley,24-182,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,6,0,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.21,0.06,0.21,Matches,2023,2,1,50.0,2.00,1.00,0.00,0.00,13.9,0,0.03,-0.1,-0.1,86,92,93.5,1305,471,52,54,96.3,31,34,91.2,3,4,75.0,0.0,-0.1,2,9,0,0,88,4,0,0,0,0,4,0,0,0,0,0,0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,3,0,101,3,20,69,12,2,101,0,0,,0,,77,253,170,2,0,1,0,79,90,50.0,90,1,0,,0,0.00,1,3,-2,-2.00,+1.00,0.7,2.5,-1.8,-1.78,-0.16,0,0,0,0,0,0,0,6,1,2,33.3,3
416,Moussa Diaby,fr FRA,"MF,FW",Aston Villa,24-053,1999,3,3,221,2.5,2,1,3,2,0,0,0,0,0.8,0.8,1.3,2.1,10,9,17,0.81,0.41,1.22,0.81,1.22,0.31,0.55,0.86,0.31,0.86,Matches,2023,8,5,62.5,3.26,2.04,0.25,0.40,16.2,0,0.10,+1.2,+1.2,60,69,87.0,802,161,41,47,87.2,17,18,94.4,1,1,100.0,0.4,-0.3,6,8,5,1,66,3,0,1,0,1,0,0,0,0,0,0,0,9,3.67,9,0,0,0,0,0,2,0.81,2,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,95,1,7,47,41,11,95,5,3,60.0,2,40.0,60,407,221,4,3,7,6,72,74,81.9,74,0,0,,0,2.00,7,5,+2,+0.81,+0.81,5.9,3.6,+2.3,+0.93,+0.55,0,0,2,0,0,0,0,9,0,2,0.0,3
423,Ruben Dias,pt POR,DF,Manchester City,26-107,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2023,1,0,0.0,0.50,0.00,0.00,,27.2,0,0.04,0.0,0.0,192,203,94.6,3313,945,85,85,100.0,93,98,94.9,12,17,70.6,0.1,0.0,0,14,2,1,199,3,1,0,0,4,2,0,0,0,0,1,0,6,3.00,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,2,2,100.0,0,1,1,0,0,3,2,0,214,12,71,123,21,2,214,0,0,,0,,165,777,447,4,0,1,0,185,90,66.7,90,2,0,,0,3.00,3,1,+2,+1.00,-2.00,4.5,1.0,+3.6,+1.79,+0.17,0,1,1,0,0,0,0,9,1,2,33.3,3
427,Luis Diaz,co COL,"FW,MF",Liverpool,26-228,1997,3,3,193,2.1,2,0,2,2,0,0,0,0,1.3,1.3,0.3,1.7,7,5,15,0.93,0.00,0.93,0.93,0.93,0.62,0.16,0.78,0.62,0.78,Matches,2023,8,3,37.5,3.73,1.40,0.25,0.67,12.2,0,0.17,+0.7,+0.7,52,64,81.3,862,172,25,29,86.2,19,23,82.6,6,6,100.0,0.3,-0.3,3,3,3,0,64,0,0,1,1,0,0,0,0,0,0,0,2,13,6.06,7,0,2,3,1,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,4,0.0,4,2,0,2,0,1,0,0,82,0,6,28,49,9,82,8,6,75.0,2,25.0,55,256,148,4,2,3,4,67,64,71.5,64,0,0,,0,2.33,4,3,+1,+0.47,-1.87,4.5,3.1,+1.4,+0.67,+1.68,0,4,3,2,0,0,0,8,1,4,20.0,3
431,Lucas Digne,fr FRA,"DF,FW",Aston Villa,30-040,1993,3,3,260,2.9,0,1,1,0,0,0,2,0,0.0,0.0,0.5,0.5,3,7,28,0.00,0.35,0.35,0.00,0.35,0.01,0.17,0.18,0.01,0.18,Matches,2023,1,0,0.0,0.35,0.00,0.00,,14.3,0,0.02,0.0,0.0,122,159,76.7,1847,640,62,69,89.9,53,63,84.1,5,15,33.3,0.3,+0.5,6,4,4,1,129,29,5,0,0,21,18,6,2,3,0,1,5,9,3.12,5,3,0,0,1,0,1,0.35,1,0,0,0,0,0,4,2,3,1,0,3,5,60.0,2,1,0,1,4,8,6,0,182,7,49,72,62,7,182,5,1,20.0,2,40.0,95,425,215,2,1,3,0,110,87,96.3,87,2,0,,0,2.00,8,6,+2,+0.69,+0.69,7.1,4.2,+2.9,+1.01,+4.81,0,5,6,0,0,0,0,13,4,2,66.7,3
437,Issa Diop,fr FRA,DF,Fulham,26-232,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,10,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2023,2,0,0.0,0.67,0.00,0.00,,18.3,0,0.06,-0.1,-0.1,167,186,89.8,3122,1058,60,66,90.9,96,102,94.1,10,14,71.4,0.2,0.0,0,16,1,0,178,7,6,1,0,0,0,0,0,0,0,1,2,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,5,3,2,1,3,23,1,218,35,114,100,5,1,218,0,0,,0,,145,787,526,2,0,0,0,152,90,100.0,90,3,0,,0,1.33,3,5,-2,-0.67,,2.5,9.5,-7.0,-2.34,,0,1,1,0,0,0,0,12,3,4,42.9,3
441,Axel Disasi,fr FRA,DF,Chelsea,25-171,1998,3,3,270,3.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,2,17,1,0.33,0.00,0.33,0.33,0.33,0.17,0.00,0.17,0.17,0.17,Matches,2023,3,2,66.7,1.00,0.67,0.33,0.50,8.9,0,0.17,+0.5,+0.5,274,305,89.8,4490,1446,125,131,95.4,139,146,95.2,9,21,42.9,0.0,0.0,0,16,0,0,299,5,5,0,3,2,0,0,0,0,0,1,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,1,2,0,2,3,66.7,1,2,1,1,3,6,6,0,329,26,139,179,11,4,329,0,0,,0,,233,846,510,1,0,3,0,267,90,100.0,90,3,0,,0,1.33,5,4,+1,+0.33,,6.1,3.5,+2.6,+0.85,,0,2,2,0,0,0,0,18,11,1,91.7,3
445,Ben Doak,sct SCO,FW,Liverpool,17-291,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,4,100.0,45,8,4,4,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,2,4,0,6,0,0,,0,,4,7,2,0,0,2,0,4,14,5.2,,0,1,14,2,1.00,0,0,0,0.00,-1.05,0.0,0.0,0.0,+0.24,+0.05,0,0,0,0,0,0,0,1,0,0,,3
447,Lewis Dobbin,eng ENG,MF,Everton,20-238,2003,3,1,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,0,6,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,2023,1,1,100.0,0.76,0.76,0.00,0.00,8.7,0,0.07,-0.1,-0.1,21,32,65.6,216,5,17,19,89.5,3,9,33.3,0,1,0.0,0.0,0.0,1,0,0,0,29,3,1,0,0,6,2,0,0,0,0,0,1,3,2.29,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2,2,1,0,1,2,5,40.0,3,3,0,3,1,3,0,0,57,0,8,17,33,5,57,10,5,50.0,5,50.0,40,338,153,7,4,6,2,37,39,43.7,65,0,2,27,0,0.00,0,2,-2,-1.53,+0.84,1.7,1.9,-0.2,-0.16,+0.20,0,1,4,0,0,0,0,6,1,0,100.0,3
456,Gabriel Dos Santos,br BRA,DF,Arsenal,25-253,1997,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,8,62.5,87,6,2,3,66.7,3,3,100.0,0,2,0.0,0.0,0.0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,2,0,13,5,9,4,0,0,13,0,0,,0,,5,5,3,0,0,0,0,6,13,9.6,,0,2,13,1,3.00,0,0,0,0.00,-0.74,0.2,0.7,-0.5,-1.59,-2.96,0,2,0,0,0,0,0,1,0,1,0.0,3
459,Abdoulaye Doucoure,ml MLI,"MF,FW",Everton,30-240,1993,3,3,269,3.0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,1.8,7,9,14,0.00,0.00,0.00,0.00,0.00,0.29,0.30,0.59,0.29,0.59,Matches,2023,4,2,50.0,1.34,0.67,0.00,0.00,10.1,0,0.22,-0.9,-0.9,69,84,82.1,946,189,36,43,83.7,25,28,89.3,2,5,40.0,0.2,-0.9,5,5,1,0,81,3,0,0,0,4,0,0,0,0,0,0,1,7,2.34,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,7,3,2,3,2,4,8,50.0,4,5,0,5,2,9,0,0,114,0,10,45,60,14,114,7,3,42.9,3,42.9,68,392,251,5,2,7,2,81,90,99.6,90,2,0,,0,0.00,0,6,-6,-2.01,-2.01,4.7,5.5,-0.8,-0.28,-0.28,0,5,2,1,0,0,0,7,3,4,42.9,3
460,Cheick Doucoure,ml MLI,MF,Crystal Palace,23-233,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,16,0,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,2023,3,1,33.3,1.00,0.33,0.00,0.00,23.3,0,0.04,-0.1,-0.1,128,145,88.3,2023,652,67,71,94.4,52,61,85.2,8,10,80.0,0.2,-0.1,3,12,3,0,143,2,2,2,0,0,0,0,0,0,0,0,2,9,3.00,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,5,2,0,2,3,3,4,75.0,1,7,2,5,1,6,2,0,179,6,36,101,44,2,179,2,2,100.0,0,0.0,109,443,193,7,0,9,2,122,90,100.0,90,3,0,,0,1.33,2,2,0,0.00,,3.7,3.5,+0.2,+0.06,,0,4,0,0,0,0,0,22,3,4,42.9,3
464,Alfie Doughty,eng ENG,"DF,MF",Luton Town,23-251,1999,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,17,76.5,299,111,5,6,83.3,4,5,80.0,4,6,66.7,0.1,0.0,0,1,1,0,14,3,0,0,1,2,3,0,0,0,0,0,0,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,3,0.0,3,0,0,0,1,2,1,0,20,2,8,5,7,1,20,0,0,,0,,8,47,25,0,0,0,0,8,24,26.7,,0,2,24,0,0.00,1,4,-3,-5.63,-3.58,1.3,3.1,-1.8,-3.32,-1.57,0,2,0,0,0,0,0,3,1,0,100.0,3
477,Lewis Dunk,eng ENG,DF,Brighton,31-281,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,13,32,2,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches,2023,6,1,16.7,2.00,0.33,0.00,0.00,15.3,0,0.04,-0.2,-0.2,298,328,90.9,5299,1800,113,119,95.0,158,169,93.5,21,30,70.0,0.7,0.0,1,31,1,0,309,16,9,0,2,1,0,0,0,0,0,3,0,6,2.00,4,0,0,2,0,0,1,0.33,1,0,0,0,0,0,6,3,4,2,0,3,8,37.5,5,0,0,0,1,7,6,0,352,26,104,219,31,11,352,0,0,,0,,264,1468,989,6,0,3,0,272,90,100.0,90,3,0,,0,2.00,9,5,+4,+1.33,,7.7,6.6,+1.1,+0.37,,0,2,0,0,0,1,0,21,6,1,85.7,3
478,Jhon Duran,co COL,FW,Aston Villa,19-259,2003,2,0,22,0.2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,2,0,1,4.09,0.00,4.09,4.09,4.09,2.23,0.06,2.30,2.23,2.30,Matches,2023,1,1,100.0,4.09,4.09,1.00,1.00,15.8,0,0.55,+0.5,+0.5,8,11,72.7,87,12,5,6,83.3,1,1,100.0,0,0,,0.0,0.0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,2,8.18,1,0,1,0,0,0,1,4.09,0,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,15,0,2,10,4,3,15,1,1,100.0,0,0.0,6,70,60,2,2,2,0,8,11,8.1,,0,2,11,0,3.00,1,0,+1,+4.09,+3.73,0.6,0.4,+0.2,+0.78,-0.06,0,0,0,0,0,0,0,1,1,0,100.0,3
483,Ederson,br BRA,GK,Manchester City,30-012,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,128,158,81.0,3380,2481,37,37,100.0,58,61,95.1,33,60,55.0,0.0,-0.1,1,9,1,0,136,22,5,0,1,0,0,0,0,0,0,0,0,2,0.67,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,158,114,157,1,0,0,158,0,0,,0,,104,418,261,0,0,0,0,106,90,100.0,90,3,0,,0,3.00,6,1,+5,+1.67,,6.5,1.3,+5.2,+1.73,,0,0,1,0,0,0,0,8,1,0,100.0,3
485,Odsonne Edouard,fr FRA,FW,Crystal Palace,25-225,1998,3,3,250,2.8,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.8,7,4,19,0.36,0.00,0.36,0.36,0.36,0.55,0.09,0.63,0.55,0.63,Matches,2023,12,5,41.7,4.32,1.80,0.08,0.20,12.0,1,0.13,-0.5,-0.5,32,45,71.1,307,54,24,28,85.7,3,6,50.0,0,1,0.0,0.2,-0.2,3,1,1,0,43,2,0,0,0,2,0,0,0,0,0,0,3,9,3.24,5,0,2,1,0,1,0,0.00,0,0,0,0,0,0,3,1,1,0,2,0,2,0.0,2,1,0,1,0,3,4,0,86,4,7,28,53,17,86,8,4,50.0,3,37.5,55,265,156,3,4,12,2,62,83,92.6,83,2,0,,0,1.33,1,2,-1,-0.36,-4.86,3.5,3.0,+0.5,+0.17,+1.41,0,4,3,2,0,0,0,4,5,5,50.0,3
486,John Egan,ie IRL,DF,Sheffield Utd,30-313,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2023,1,0,0.0,0.33,0.00,0.00,,9.8,0,0.04,0.0,0.0,56,84,66.7,1140,472,14,22,63.6,34,41,82.9,7,19,36.8,0.0,0.0,0,2,1,0,81,2,2,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,2,5,40.0,3,3,2,1,8,10,19,0,120,26,80,33,7,5,120,0,0,,0,,46,187,78,1,0,1,1,59,90,100.0,90,3,0,,0,0.00,2,5,-3,-1.00,,1.7,6.8,-5.1,-1.71,,0,4,0,0,0,1,0,10,9,6,60.0,3
492,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21-124,2002,3,0,43,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.7,4,1,4,0.00,2.09,2.09,0.00,2.09,0.10,1.36,1.46,0.10,1.46,Matches,2023,2,0,0.0,4.19,0.00,0.00,,17.1,0,0.02,0.0,0.0,11,18,61.1,131,45,7,11,63.6,3,5,60.0,0,1,0.0,0.6,+0.4,2,0,1,0,17,1,0,0,0,2,1,0,0,0,0,0,0,4,8.37,2,0,0,1,1,0,1,2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,26,0,3,4,19,4,26,3,2,66.7,1,33.3,14,214,148,3,2,1,0,19,14,15.9,,0,3,14,0,1.00,2,0,+2,+4.19,+5.38,1.1,0.8,+0.3,+0.64,+0.92,0,0,2,0,0,0,0,3,0,1,0.0,3
494,Harvey Elliott,eng ENG,MF,Liverpool,20-147,2003,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,30,36,83.3,448,131,17,20,85.0,10,10,100.0,2,2,100.0,0.0,0.0,1,3,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,3,0,45,2,6,21,20,2,45,2,1,50.0,1,50.0,29,74,48,1,0,3,0,33,21,23.0,,0,3,21,0,2.33,2,0,+2,+2.90,+2.47,0.7,1.6,-0.8,-1.22,-1.83,0,0,0,0,0,0,0,3,0,0,,3
498,Emerson,br BRA,DF,Tottenham,24-227,1999,2,1,93,1.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,7,8,3,0.97,0.00,0.97,0.97,0.97,0.03,0.00,0.03,0.03,0.03,Matches,2023,1,1,100.0,0.97,0.97,1.00,1.00,25.4,0,0.03,+1.0,+1.0,113,125,90.4,1432,268,73,77,94.8,33,35,94.3,1,2,50.0,0.1,0.0,0,7,0,0,116,9,0,0,0,2,9,0,0,0,0,0,4,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,4,0,138,6,22,59,58,2,138,3,1,33.3,2,66.7,103,461,270,5,1,0,1,106,47,34.4,90,1,1,3,1,2.00,2,2,0,0.00,-2.03,1.3,2.4,-1.1,-1.06,-1.69,0,1,1,0,0,0,0,8,0,0,,3
500,Wataru Endo,jp JPN,MF,Liverpool,30-201,1993,2,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,43,49,87.8,656,242,23,25,92.0,19,21,90.5,1,2,50.0,0.0,0.0,0,5,0,0,48,1,1,0,0,0,0,0,0,0,0,0,1,2,2.09,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,3,2,2,1,0,2,6,33.3,4,3,0,3,1,4,3,0,61,4,19,40,3,0,61,0,0,,0,,27,118,58,0,0,1,1,43,43,31.5,57,0,1,28,0,3.00,0,1,-1,-1.06,-3.00,0.5,2.3,-1.9,-1.96,-3.16,0,2,2,0,0,0,0,4,0,1,0.0,3
502,Christian Eriksen,dk DEN,MF,Manchester Utd,31-196,1992,3,1,138,1.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,5,11,7,0.65,0.00,0.65,0.65,0.65,0.18,0.06,0.24,0.18,0.24,Matches,2023,1,1,100.0,0.65,0.65,1.00,1.00,3.3,0,0.28,+0.7,+0.7,74,98,75.5,1080,218,43,50,86.0,26,34,76.5,3,7,42.9,0.1,-0.1,2,5,1,0,91,6,3,0,1,4,0,3,1,1,0,1,2,5,3.26,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,1,2,0,1,3,33.3,2,3,1,2,1,4,1,0,109,3,19,51,41,2,109,0,0,,0,,79,342,212,6,0,0,2,76,46,51.1,90,1,2,24,0,2.00,4,3,+1,+0.65,+1.33,4.5,2.8,+1.6,+1.06,+0.87,0,2,0,0,0,0,0,13,0,1,0.0,3
507,Pervis Estupinan,ec ECU,DF,Brighton,25-220,1998,3,3,270,3.0,1,2,3,1,0,0,2,0,0.3,0.3,2.1,2.5,17,30,29,0.33,0.67,1.00,0.33,1.00,0.11,0.72,0.83,0.11,0.83,Matches,2023,5,3,60.0,1.67,1.00,0.20,0.33,16.3,0,0.07,+0.7,+0.7,190,233,81.5,2904,936,106,115,92.2,64,79,81.0,10,21,47.6,1.1,-0.1,10,18,15,4,205,27,9,0,2,18,18,0,0,0,0,1,5,16,5.33,15,0,1,0,0,0,1,0.33,1,0,0,0,0,0,3,2,2,1,0,2,6,33.3,4,2,0,2,3,6,1,0,254,6,34,126,95,20,254,6,2,33.3,3,50.0,175,799,556,9,7,5,2,181,90,100.0,90,3,0,,0,2.00,9,5,+4,+1.33,,7.7,6.6,+1.1,+0.37,,0,4,2,0,0,0,0,20,2,6,25.0,3
