player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Emerson,DF,Tottenham,24,1,1,90,1.0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,6,7,3,1.00,0.00,1.00,1.00,1.00,0.03,0.00,0.03,0.03,0.03,Matches,2023,1,1,100.0,1.00,1.00,1.00,1.00,25.4,0,0.03,+1.0,+1.0,105,117,89.7,1345,255,70,74,94.6,30,32,93.8,1,2,50.0,0.1,0.0,0,6,0,0,108,9,0,0,0,2,9,0,0,0,0,0,4,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,4,0,130,5,18,55,58,2,130,3,1,33.3,2,66.7,97,394,239,5,1,0,0,97,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,1.3,2.2,-0.9,-0.94,,0,1,1,0,0,0,0,8,0,0,,1
Christian Eriksen,MF,Manchester Utd,31,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,8,14,57.1,101,16,7,9,77.8,1,4,25.0,0,1,0.0,0.0,0.0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,1,10,5,0,16,0,0,,0,,11,59,44,1,0,0,0,10,23,25.6,,0,1,23,0,3.00,1,0,+1,+3.91,+3.91,1.3,1.1,+0.3,+0.98,+1.34,0,1,0,0,0,0,0,3,0,0,,1
Pervis Estupinan,DF,Brighton,25,1,1,90,1.0,0,1,1,0,0,0,1,0,0.1,0.1,1.5,1.7,10,15,11,0.00,1.00,1.00,0.00,1.00,0.10,1.55,1.65,0.10,1.65,Matches,2023,3,2,66.7,3.00,2.00,0.00,0.00,21.0,0,0.03,-0.1,-0.1,78,94,83.0,1173,467,42,45,93.3,30,36,83.3,2,7,28.6,0.9,-0.5,6,10,7,2,85,9,4,0,0,7,5,0,0,0,0,0,3,10,10.00,9,0,1,0,0,0,1,1.00,1,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,100,2,9,56,35,4,100,1,1,100.0,0,0.0,75,384,287,6,2,1,0,75,90,100.0,90,1,0,,0,3.00,4,1,+3,+3.00,,4.0,1.5,+2.5,+2.54,,0,2,0,0,0,0,0,6,2,2,50.0,1
Eberechi Eze,MF,Crystal Palace,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,3,4,12,0.00,0.00,0.00,0.00,0.00,0.51,0.49,0.99,0.51,0.99,Matches,2023,8,0,0.0,8.00,0.00,0.00,,21.6,1,0.06,-0.5,-0.5,44,55,80.0,708,238,17,19,89.5,19,21,90.5,5,9,55.6,0.4,-0.5,7,4,2,0,45,10,5,0,0,9,0,5,1,4,0,0,2,13,13.00,3,6,0,2,2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,76,1,2,33,42,8,76,2,2,100.0,0,0.0,51,224,101,3,2,5,2,59,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.9,0.5,+1.4,+1.37,,0,1,5,0,0,0,0,4,2,3,40.0,1
Evan Ferguson,FW,Brighton,18,1,0,13,0.1,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,0,1,1,6.92,0.00,6.92,6.92,6.92,6.06,0.40,6.46,6.06,6.46,Matches,2023,2,1,50.0,13.85,6.92,0.50,1.00,11.1,0,0.44,+0.1,+0.1,6,6,100.0,62,9,5,5,100.0,1,1,100.0,0,0,,0.0,-0.1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,4,6,2,10,1,0,0.0,1,100.0,8,24,1,0,0,0,0,7,13,14.4,,0,1,13,0,3.00,2,1,+1,+6.92,+4.59,1.7,1.0,+0.7,+4.62,+2.43,0,1,0,0,0,0,0,1,0,0,,1
Bruno Fernandes,MF,Manchester Utd,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,0,11,5,0.00,0.00,0.00,0.00,0.00,0.02,0.69,0.72,0.02,0.72,Matches,2023,1,0,0.0,1.00,0.00,0.00,,32.3,0,0.02,0.0,0.0,36,52,69.2,682,289,16,20,80.0,13,17,76.5,6,11,54.5,0.7,-0.7,3,5,4,1,46,5,1,0,0,7,0,3,0,2,0,1,2,7,7.00,5,1,0,0,0,1,1,1.00,1,0,0,0,0,0,6,2,3,2,1,4,9,44.4,5,1,1,0,1,7,0,0,63,2,12,23,29,2,63,1,0,0.0,1,100.0,34,115,74,2,0,1,2,39,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,2.2,2.2,0.0,-0.02,,0,0,0,0,0,0,0,9,0,3,0.0,1
Enzo Fernandez,MF,Chelsea,22,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,17,6,0.00,0.00,0.00,0.00,0.00,0.06,0.22,0.28,0.06,0.28,Matches,2023,1,0,0.0,1.00,0.00,0.00,,12.6,0,0.06,-0.1,-0.1,86,102,84.3,1557,469,39,40,97.5,31,38,81.6,13,16,81.3,0.1,-0.2,2,15,3,0,96,5,1,2,1,7,0,4,1,1,0,1,4,4,4.00,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,3,33.3,2,5,1,4,0,1,2,0,112,1,17,61,34,2,112,3,2,66.7,0,0.0,84,291,129,2,0,1,1,96,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.4,1.3,+0.1,+0.09,,0,1,2,0,0,0,0,3,1,0,100.0,1
Mark Flekken,GK,Brentford,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,23,32,71.9,696,460,4,4,100.0,11,11,100.0,8,17,47.1,0.0,0.0,0,2,0,0,24,8,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,31,33,1,0,0,34,0,0,,0,,22,143,81,0,0,0,0,14,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,2.2,1.3,+0.9,+0.94,,0,0,0,0,0,0,0,0,0,0,,1
Phil Foden,"MF,FW",Manchester City,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,5,4,0.00,0.00,0.00,0.00,0.00,0.29,0.11,0.41,0.29,0.41,Matches,2023,3,1,33.3,3.00,1.00,0.00,0.00,13.1,0,0.10,-0.3,-0.3,37,48,77.1,493,102,20,22,90.9,13,14,92.9,0,5,0.0,0.1,-0.1,2,0,2,0,44,4,2,2,0,3,0,2,0,2,0,0,3,4,4.00,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,58,1,1,26,31,5,58,2,1,50.0,1,50.0,43,196,79,4,0,2,3,47,90,100.0,90,1,0,,0,3.00,3,0,+3,+3.00,,1.9,0.3,+1.6,+1.62,,0,0,1,0,0,0,0,2,0,2,0.0,1
Wes Foderingham,GK,Sheffield Utd,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,31,32.3,381,338,0,0,,5,5,100.0,5,26,19.2,0.0,0.0,0,1,0,0,14,17,7,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,28,35,0,0,0,35,0,0,,0,,15,75,41,0,0,0,0,6,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,0.5,1.9,-1.4,-1.37,,0,0,0,0,0,0,0,1,0,0,,1
Pablo Fornals,MF,West Ham,27,1,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,6,7,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,Matches,2023,2,0,0.0,2.12,0.00,0.00,,22.4,0,0.05,-0.1,-0.1,24,31,77.4,422,71,9,11,81.8,8,11,72.7,4,5,80.0,0.1,-0.1,1,5,2,0,29,2,0,0,0,2,0,0,0,0,0,0,1,5,5.29,4,0,0,0,0,1,1,1.06,0,0,0,0,0,1,4,3,1,1,2,2,5,40.0,3,1,0,1,0,4,1,0,44,0,5,21,18,7,44,2,1,50.0,1,50.0,16,65,7,2,1,3,2,25,85,94.4,85,0,0,,0,1.00,1,1,0,0.00,0.00,1.1,1.3,-0.2,-0.25,+0.09,0,0,0,0,0,0,0,3,0,2,0.0,1
Lyle Foster,MF,Burnley,22,1,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.19,0.15,0.19,Matches,2023,2,0,0.0,2.02,0.00,0.00,,16.0,0,0.07,-0.1,-0.1,14,20,70.0,247,43,5,7,71.4,7,8,87.5,1,2,50.0,0.0,0.0,1,1,1,0,16,4,1,0,1,0,0,0,0,0,0,0,1,3,3.03,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0,,0,2,0,2,0,2,2,0,37,3,5,23,10,4,37,3,1,33.3,2,66.7,14,103,51,1,1,3,2,18,89,98.9,89,0,0,,0,0.00,0,3,-3,-3.03,-3.03,0.3,1.9,-1.6,-1.60,+1.62,0,1,0,0,0,0,0,5,2,3,40.0,1
Cody Gakpo,MF,Liverpool,24,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,15,66.7,106,49,7,8,87.5,2,3,66.7,0,1,0.0,0.1,-0.1,1,2,0,0,14,0,0,0,0,1,0,0,0,0,0,1,1,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,1,2,0,1,1,100.0,0,4,0,4,0,3,2,0,28,2,7,14,7,1,28,2,1,50.0,1,50.0,14,61,29,2,1,2,1,17,65,72.2,65,0,0,,0,1.00,1,1,0,0.00,0.00,1.2,1.1,+0.1,+0.17,+0.92,0,3,0,0,0,0,0,5,0,1,0.0,1
Conor Gallagher,MF,Chelsea,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,61,68,89.7,794,185,36,39,92.3,18,19,94.7,1,1,100.0,0.0,0.0,0,4,0,0,64,3,3,0,0,0,0,0,0,0,0,1,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,2,4,50.0,2,1,1,0,3,5,1,0,77,0,17,46,14,0,77,1,1,100.0,0,0.0,57,233,81,2,0,3,0,57,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.4,1.3,+0.1,+0.09,,0,1,2,0,0,0,0,10,0,0,,1
Idrissa Gana Gueye,MF,Everton,33,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,2023,2,0,0.0,2.00,0.00,0.00,,21.5,0,0.03,-0.1,-0.1,48,57,84.2,649,133,23,25,92.0,21,24,87.5,1,3,33.3,0.0,0.0,1,4,1,0,55,1,0,0,0,2,1,0,0,0,0,1,1,4,4.00,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,6,2,1,2,3,1,2,50.0,1,3,0,3,1,7,2,0,70,4,17,37,19,1,70,0,0,,0,,37,163,60,1,0,1,0,36,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,2,0,0,0,0,0,15,0,2,0.0,1
Alejandro Garnacho,MF,Manchester Utd,19,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,8,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,2023,4,0,0.0,5.37,0.00,0.00,,19.0,0,0.03,-0.1,-0.1,24,29,82.8,326,66,16,17,94.1,7,9,77.8,1,1,100.0,0.0,0.0,0,2,2,0,29,0,0,0,0,1,0,0,0,0,0,0,1,2,2.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,1,3,33.3,2,2,0,2,0,1,0,0,43,0,3,17,23,3,43,2,1,50.0,1,50.0,30,189,68,1,1,5,1,30,67,74.4,67,0,0,,0,3.00,0,0,0,0.00,-3.91,0.9,1.1,-0.3,-0.35,-1.38,0,2,3,0,0,0,0,5,0,1,0.0,1
James Garner,MF,Everton,22,1,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,23,35,65.7,344,89,15,17,88.2,4,5,80.0,3,7,42.9,0.0,0.0,1,3,0,0,29,6,2,0,0,7,0,4,0,3,0,0,3,4,4.39,1,2,0,0,0,1,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,0,0,42,0,10,13,19,0,42,4,3,75.0,1,25.0,27,109,31,2,0,2,0,26,82,91.1,82,0,0,,0,0.00,0,1,-1,-1.10,-1.10,2.4,1.3,+1.1,+1.19,-0.35,0,0,3,1,0,0,0,6,0,0,,1
Morgan Gibbs-White,FW,Nott'ham Forest,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,2,1,0.00,0.00,0.00,0.00,0.00,0.07,0.21,0.29,0.07,0.29,Matches,2023,1,0,0.0,1.00,0.00,0.00,,19.1,0,0.07,-0.1,-0.1,12,20,60.0,283,121,5,7,71.4,2,3,66.7,5,9,55.6,0.2,-0.2,1,3,0,0,16,4,1,1,0,4,0,3,2,1,0,0,0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,1,0,34,2,12,10,13,2,34,7,3,42.9,4,57.1,19,99,61,2,0,2,0,19,90,100.0,90,1,0,,0,0.00,1,2,-1,-1.00,,1.2,0.8,+0.4,+0.35,,0,1,1,0,0,0,0,4,2,0,100.0,1
Billy Gilmour,MF,Brighton,22,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,2023,1,1,100.0,5.29,5.29,0.00,0.00,26.1,0,0.01,0.0,0.0,17,17,100.0,247,69,11,11,100.0,5,5,100.0,1,1,100.0,0.0,0.0,0,0,1,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2,6,7,5,0,18,0,0,,0,,16,35,23,0,0,0,0,17,17,18.9,,0,1,17,0,3.00,2,1,+1,+5.29,+2.83,1.7,1.0,+0.7,+3.53,+1.23,0,0,0,0,0,0,0,0,0,1,0.0,1
Joao Gomes,MF,Wolves,22,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.16,0.01,0.16,Matches,2023,1,0,0.0,1.03,0.00,0.00,,13.0,0,0.01,0.0,0.0,31,38,81.6,419,116,21,24,87.5,8,10,80.0,1,1,100.0,0.0,-0.1,2,2,1,0,36,2,2,0,0,0,0,0,0,0,0,0,2,6,6.21,2,0,1,0,1,2,0,0.00,0,0,0,0,0,0,4,4,1,2,1,1,3,33.3,2,0,0,0,0,4,2,0,48,2,19,18,11,4,48,3,2,66.7,1,33.3,28,128,43,0,0,2,2,28,87,96.7,87,0,0,,0,0.00,0,1,-1,-1.03,-1.03,1.8,2.2,-0.4,-0.44,-13.81,0,1,3,0,0,0,0,8,2,0,100.0,1
Anthony Gordon,FW,Newcastle Utd,22,1,1,67,0.7,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,1,3,6,0.00,1.34,1.34,0.00,1.34,0.09,0.85,0.94,0.09,0.94,Matches,2023,1,0,0.0,1.34,0.00,0.00,,13.9,0,0.07,-0.1,-0.1,19,22,86.4,281,71,13,13,100.0,6,8,75.0,0,1,0.0,0.4,+0.4,2,1,3,1,22,0,0,1,0,1,0,0,0,0,0,0,0,3,4.03,2,0,0,1,0,0,1,1.34,1,0,0,0,0,0,2,0,2,0,0,0,3,0.0,3,0,0,0,0,2,0,0,34,0,5,18,12,1,34,5,2,40.0,0,0.0,27,164,78,1,0,2,1,28,67,74.4,67,0,0,,0,3.00,3,1,+2,+2.69,-5.14,1.8,1.4,+0.5,+0.62,-3.78,0,4,7,0,0,0,0,1,0,0,,1
Pascal Gross,MF,Brighton,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0,8,7,0.00,0.00,0.00,0.00,0.00,0.50,0.61,1.10,0.50,1.10,Matches,2023,3,1,33.3,3.00,1.00,0.00,0.00,13.0,0,0.17,-0.5,-0.5,67,79,84.8,1003,293,43,45,95.6,15,17,88.2,5,10,50.0,0.5,-0.6,6,5,2,0,72,7,4,1,2,6,0,3,1,2,0,0,2,8,8.00,5,2,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,1,1,100.0,0,2,1,1,2,4,1,0,95,9,19,44,32,7,95,1,1,100.0,0,0.0,59,162,75,0,0,1,1,70,90,100.0,90,1,0,,0,3.00,4,1,+3,+3.00,,4.0,1.5,+2.5,+2.54,,0,0,1,0,0,0,0,3,2,0,100.0,1
Marc Guehi,DF,Crystal Palace,23,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,2023,1,0,0.0,1.01,0.00,0.00,,11.5,0,0.03,0.0,0.0,74,83,89.2,1696,551,13,16,81.3,49,51,96.1,12,15,80.0,0.0,0.0,1,5,0,0,76,7,7,0,2,0,0,0,0,0,0,0,0,3,3.03,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,2,2,0,2,3,2,0,91,8,50,41,1,1,91,1,1,100.0,0,0.0,62,271,119,0,0,1,0,64,89,98.9,89,0,0,,0,3.00,1,0,+1,+1.01,+1.01,1.9,0.5,+1.4,+1.39,+1.39,0,0,2,0,0,0,0,4,3,2,60.0,1
Bruno Guimaraes,MF,Newcastle Utd,25,1,1,84,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,2023,2,1,50.0,2.14,1.07,0.00,0.00,22.0,0,0.05,-0.1,-0.1,38,47,80.9,579,205,25,27,92.6,12,14,85.7,1,5,20.0,0.0,0.0,0,4,0,0,45,2,2,0,1,0,0,0,0,0,0,0,0,2,2.14,1,0,1,0,0,0,2,2.14,1,0,1,0,0,0,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,0,0,57,3,14,32,12,3,57,2,1,50.0,1,50.0,48,260,106,1,1,2,2,47,84,93.3,84,0,0,,0,3.00,4,1,+3,+3.21,-11.79,2.8,1.5,+1.3,+1.42,-2.39,0,1,3,0,0,0,0,8,0,0,,1
Malo Gusto,DF,Chelsea,20,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,21,76.2,269,69,8,11,72.7,6,7,85.7,1,1,100.0,0.0,0.0,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,27,0,8,7,12,0,27,0,0,,0,,16,53,29,1,0,2,0,15,15,16.7,,0,1,15,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,-0.22,-0.37,0,0,1,0,0,0,0,1,0,0,,1
Josko Gvardiol,DF,Manchester City,21,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,7,71.4,54,16,3,3,100.0,1,2,50.0,0,1,0.0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0,13,0,3,8,2,1,13,0,0,,0,,4,10,5,0,0,1,0,4,12,13.3,,0,1,12,0,3.00,0,0,0,0.00,-3.46,0.1,0.1,+0.1,+0.57,-1.21,0,0,0,0,0,0,0,2,2,0,100.0,1
Erling Haaland,FW,Manchester City,23,1,1,79,0.9,2,0,2,2,0,0,0,0,0.6,0.6,0.3,0.8,1,1,3,2.28,0.00,2.28,2.28,2.28,0.65,0.29,0.94,0.65,0.94,Matches,2023,4,2,50.0,4.56,2.28,0.50,1.00,9.3,0,0.14,+1.4,+1.4,9,11,81.8,98,24,6,6,100.0,2,2,100.0,0,1,0.0,0.1,-0.3,2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,3,3.42,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,1,3,4,11,5,18,0,0,,0,,15,59,34,2,0,1,2,16,79,87.8,79,0,0,,0,3.00,3,0,+3,+3.42,+3.42,1.8,0.3,+1.5,+1.76,+1.14,0,1,2,0,0,0,0,3,1,2,33.3,1
Antwoine Hackford,FW,Sheffield Utd,19,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,4,4.4,,0,1,4,0,0.00,0,0,0,0.00,+1.05,0.0,0.0,0.0,+0.54,+2.00,0,0,0,0,0,0,0,0,0,0,,1
Kai Havertz,"MF,FW",Arsenal,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,4,10,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.23,0.05,0.23,Matches,2023,2,0,0.0,2.00,0.00,0.00,,18.1,0,0.03,-0.1,-0.1,47,54,87.0,683,114,28,31,90.3,16,18,88.9,2,2,100.0,0.2,-0.2,2,2,1,0,51,2,2,0,0,0,0,0,0,0,0,1,0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,1,1,100.0,0,1,0,1,1,2,1,0,65,1,3,34,29,4,65,1,0,0.0,1,100.0,54,244,119,2,0,1,1,58,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,0.8,1.2,-0.4,-0.35,,0,2,4,0,0,0,0,2,3,4,42.9,1
Jan Paul van Hecke,DF,Brighton,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,16.5,0,0.02,0.0,0.0,72,74,97.3,1366,507,22,23,95.7,48,48,100.0,2,3,66.7,0.0,0.0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,6,0,87,9,37,49,1,1,87,0,0,,0,,64,347,188,0,0,1,0,65,90,100.0,90,1,0,,0,3.00,4,1,+3,+3.00,,4.0,1.5,+2.5,+2.54,,0,0,0,0,0,0,0,3,5,6,45.5,1
