player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Hwang Hee-chan,"FW,MF",Wolves,27,1,0,28,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,2,3,0.00,0.00,0.00,0.00,0.00,1.02,0.00,1.02,1.02,1.02,Matches,2023,4,0,0.0,12.86,0.00,0.00,,15.7,0,0.08,-0.3,-0.3,13,15,86.7,223,42,8,9,88.9,4,4,100.0,1,1,100.0,0.4,0.0,0,0,1,1,14,1,0,0,1,1,0,1,0,0,0,0,0,4,12.86,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,22,0,3,6,13,8,22,2,2,100.0,0,0.0,17,112,61,1,1,1,0,16,28,31.1,,0,1,28,0,0.00,0,1,-1,-3.21,-3.21,1.2,1.3,-0.1,-0.48,-0.72,0,0,2,0,0,0,0,2,0,0,,1
Rico Henry,DF,Brentford,26,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,5,6,3,0.00,1.00,1.00,0.00,1.00,0.00,0.74,0.74,0.00,0.74,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,25,34,73.5,467,165,12,16,75.0,10,12,83.3,3,4,75.0,0.6,+0.3,2,2,3,1,33,1,0,0,1,4,1,0,0,0,0,0,2,3,3.00,2,0,1,0,0,0,2,2.00,1,0,1,0,0,0,2,0,1,1,0,2,2,100.0,0,1,0,1,1,3,2,0,44,4,14,17,13,3,44,4,3,75.0,1,25.0,23,180,110,2,2,2,2,26,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,2.2,1.3,+0.9,+0.94,,0,2,1,0,0,0,0,5,1,1,50.0,1
Son Heung-min,FW,Tottenham,31,1,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,5,11,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,2023,2,1,50.0,2.43,1.22,0.00,0.00,10.3,0,0.05,-0.1,-0.1,31,37,83.8,381,59,23,26,88.5,8,10,80.0,0,0,,0.0,0.0,0,0,0,0,36,1,0,0,0,2,1,0,0,0,0,0,1,2,2.43,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,42,0,0,7,35,7,42,2,1,50.0,1,50.0,33,190,108,1,2,0,2,36,74,82.2,74,0,0,,0,1.00,2,2,0,0.00,0.00,1.1,1.8,-0.7,-0.90,+0.18,0,1,1,0,0,1,0,2,0,0,,1
Aaron Hickey,DF,Brentford,21,1,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches,2023,1,0,0.0,1.27,0.00,0.00,,27.1,0,0.03,0.0,0.0,22,25,88.0,318,137,13,13,100.0,7,8,87.5,2,2,100.0,0.1,-0.1,1,1,0,0,24,1,1,0,0,0,0,0,0,0,0,0,1,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,3,0,0,2,2,100.0,0,1,0,1,0,3,2,0,31,3,17,9,5,1,31,2,1,50.0,0,0.0,17,69,37,0,0,0,1,20,71,78.9,71,0,0,,0,1.00,2,2,0,0.00,0.00,1.8,1.1,+0.7,+0.94,+0.02,0,2,2,0,0,0,0,4,0,0,,1
James Hill,DF,Bournemouth,21,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,11,90.9,215,81,4,4,100.0,3,4,75.0,2,2,100.0,0.0,0.0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,0,5,7,0,12,0,0,,0,,9,25,7,1,0,0,1,11,16,17.8,,0,1,16,0,1.00,1,0,+1,+5.63,+6.84,1.0,0.2,+0.8,+4.47,+5.12,0,1,0,0,0,0,0,0,1,0,100.0,1
Danny Ings,FW,West Ham,31,1,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,Matches,2023,1,0,0.0,6.92,0.00,0.00,,14.1,0,0.12,-0.1,-0.1,1,4,25.0,4,1,0,1,0.0,0,1,0.0,0,0,,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,9,1,2,3,4,2,9,2,1,50.0,1,50.0,5,4,3,0,0,1,0,5,13,14.4,,0,1,13,0,1.00,0,1,-1,-6.92,-8.09,0.2,0.9,-0.7,-4.91,-5.44,0,1,0,1,0,0,0,0,0,1,0.0,1
Alexander Isak,FW,Newcastle Utd,23,1,1,67,0.7,2,0,2,2,0,0,0,0,0.8,0.8,0.0,0.8,2,1,3,2.69,0.00,2.69,2.69,2.69,1.04,0.00,1.04,1.04,1.04,Matches,2023,3,3,100.0,4.03,4.03,0.67,0.67,11.6,0,0.26,+1.2,+1.2,12,16,75.0,144,15,10,12,83.3,2,3,66.7,0,1,0.0,0.0,0.0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,0,0,10,14,8,24,3,1,33.3,2,66.7,16,98,72,1,2,2,0,16,67,74.4,67,0,0,,0,3.00,3,1,+2,+2.69,-5.14,1.8,1.4,+0.5,+0.62,-3.78,0,1,1,1,0,0,0,1,0,1,0.0,1
Alex Iwobi,MF,Everton,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,4,4,0.00,0.00,0.00,0.00,0.00,0.32,0.13,0.45,0.32,0.45,Matches,2023,4,2,50.0,4.00,2.00,0.00,0.00,16.2,0,0.08,-0.3,-0.3,22,30,73.3,470,175,9,10,90.0,6,6,100.0,7,13,53.8,0.3,-0.1,3,1,3,1,23,6,0,0,0,6,1,5,3,2,0,1,0,11,11.00,5,1,2,3,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,1,1,100.0,0,2,0,2,1,2,0,0,44,0,3,14,29,2,44,4,3,75.0,1,25.0,25,237,162,3,1,3,1,25,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,0,0,2,0,0,0,5,0,0,,1
Nicolas Jackson,FW,Chelsea,22,1,1,90,1.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,0,5,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55,Matches,2023,4,2,50.0,4.00,2.00,0.00,0.00,10.5,0,0.14,-0.5,-0.5,17,21,81.0,147,21,12,13,92.3,1,2,50.0,0,0,,0.0,0.0,0,1,0,0,19,2,0,1,0,0,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,33,2,4,10,21,6,33,3,2,66.7,0,0.0,24,238,143,2,1,3,2,26,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.4,1.3,+0.1,+0.09,,0,1,2,2,0,0,0,3,1,2,33.3,1
Reece James,DF,Chelsea,23,1,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,7,13,0.00,0.00,0.00,0.00,0.00,0.04,0.31,0.35,0.04,0.35,Matches,2023,1,0,0.0,1.20,0.00,0.00,,32.3,1,0.03,0.0,0.0,55,68,80.9,960,302,24,26,92.3,26,33,78.8,4,5,80.0,0.4,-0.3,2,6,4,2,58,10,2,0,1,9,8,0,0,0,0,0,2,2,2.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,73,0,14,28,31,1,73,1,1,100.0,0,0.0,51,273,149,3,0,2,2,52,75,83.3,75,0,0,,0,1.00,1,1,0,0.00,0.00,1.4,1.2,+0.1,+0.15,+0.37,0,0,0,0,0,0,0,5,3,2,60.0,1
Vitaly Janelt,MF,Brentford,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,3,3,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,20.3,0,0.04,0.0,0.0,20,25,80.0,379,112,10,10,100.0,6,9,66.7,3,3,100.0,0.0,0.0,1,1,0,0,23,2,2,0,1,0,0,0,0,0,0,0,2,4,4.00,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,1,2,50.0,1,1,1,0,0,1,2,0,31,3,15,9,7,1,31,0,0,,0,,13,30,11,0,0,0,2,19,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,2.2,1.3,+0.9,+0.94,,0,1,1,0,0,0,0,4,2,0,100.0,1
Mathias Jensen,MF,Brentford,27,1,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,26,50.0,274,126,7,8,87.5,2,5,40.0,3,10,30.0,0.0,0.0,0,1,1,0,20,6,1,0,4,2,4,1,1,0,0,0,0,2,3.75,1,0,0,0,1,0,1,1.87,0,0,0,0,1,0,2,1,1,1,0,2,4,50.0,2,0,0,0,0,2,0,0,34,0,12,15,7,1,34,2,0,0.0,1,50.0,15,52,27,0,0,1,1,22,48,53.3,48,0,0,,0,1.00,2,2,0,0.00,0.00,1.7,0.8,+1.0,+1.83,+1.91,0,1,3,0,1,0,0,2,0,0,,1
Raul Jimenez,FW,Fulham,32,1,1,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,5,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,2023,1,0,0.0,1.58,0.00,0.00,,12.8,0,0.07,-0.1,-0.1,12,17,70.6,139,54,9,11,81.8,1,3,33.3,1,2,50.0,0.0,0.0,0,1,1,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,0,2,8,9,2,19,0,0,,0,,19,63,26,1,0,0,2,19,57,63.3,57,0,0,,0,3.00,0,0,0,0.00,-2.73,0.2,2.1,-1.9,-2.96,-4.75,0,0,1,3,0,0,0,2,1,0,100.0,1
Joao Pedro,MF,Brighton,21,1,1,87,1.0,1,0,1,0,1,1,0,0,1.3,0.6,0.0,0.6,3,4,12,1.03,0.00,1.03,0.00,0.00,1.40,0.01,1.41,0.58,0.60,Matches,2023,3,1,33.3,3.10,1.03,0.00,0.00,16.0,0,0.19,-0.3,-0.6,24,30,80.0,305,81,19,22,86.4,2,3,66.7,2,3,66.7,0.0,0.0,1,2,0,0,29,1,0,0,0,0,1,0,0,0,0,0,0,4,4.14,2,0,0,0,2,0,1,1.03,0,0,0,0,1,0,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,1,0,49,1,2,16,31,10,48,5,0,0.0,3,60.0,38,212,101,3,5,3,2,40,87,96.7,87,0,0,,0,3.00,3,1,+2,+2.07,-27.93,2.8,1.2,+1.6,+1.66,-26.47,0,1,5,1,1,0,0,5,0,1,0.0,1
Joelinton,MF,Newcastle Utd,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,3,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,2023,1,0,0.0,1.00,0.00,0.00,,3.6,0,0.12,-0.1,-0.1,36,40,90.0,483,124,22,25,88.0,13,13,100.0,0,0,,0.2,0.0,0,3,0,0,38,2,2,1,0,0,0,0,0,0,0,0,0,4,4.00,4,0,0,0,0,0,1,1.00,1,0,0,0,0,0,4,3,1,3,0,0,0,,0,0,0,0,0,4,1,0,48,1,9,23,16,1,48,0,0,,0,,31,109,36,1,0,0,0,31,90,100.0,90,1,0,,0,3.00,5,1,+4,+4.00,,3.3,1.8,+1.6,+1.58,,0,2,0,0,0,0,0,7,1,1,50.0,1
Ryan John Giles,DF,Luton Town,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,39,46.2,414,244,6,9,66.7,6,11,54.5,6,16,37.5,0.3,-0.1,2,2,3,2,26,13,0,0,0,14,6,7,1,6,0,0,2,4,4.00,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,5,0,48,5,21,7,20,0,48,2,0,0.0,1,50.0,15,98,65,1,0,0,0,19,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,0,1,0,0,0,0,3,1,0,100.0,1
Brennan Johnson,FW,Nott'ham Forest,22,1,1,79,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,0,2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches,2023,1,0,0.0,1.14,0.00,0.00,,17.9,0,0.28,-0.3,-0.3,6,6,100.0,115,17,1,1,100.0,4,4,100.0,1,1,100.0,0.0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0,15,0,5,7,3,2,15,2,0,0.0,1,50.0,11,48,14,0,0,1,1,10,79,87.8,79,0,0,,0,0.00,0,2,-2,-2.28,-10.46,0.5,0.4,+0.1,+0.10,-2.09,0,1,2,0,0,0,0,4,0,1,0.0,1
Sam Johnstone,GK,Crystal Palace,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,28,78.6,749,501,2,2,100.0,8,8,100.0,12,18,66.7,0.0,0.0,0,0,0,0,21,7,1,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,25,29,0,0,0,29,0,0,,0,,18,99,44,0,0,0,0,13,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.9,0.5,+1.4,+1.37,,0,0,0,0,0,0,0,0,0,0,,1
Curtis Jones,MF,Liverpool,22,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,18,88.9,188,53,11,11,100.0,4,5,80.0,0,1,0.0,0.0,0.0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,0,1,1,2,0,0,21,1,4,11,6,0,21,1,1,100.0,0,0.0,14,54,21,0,0,0,2,16,25,27.8,,0,1,25,0,1.00,0,0,0,0.00,0.00,0.0,0.2,-0.2,-0.75,-0.92,0,1,0,1,0,0,0,4,0,0,,1
Diogo Jota,FW,Liverpool,26,1,1,65,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.13,0.10,0.13,Matches,2023,2,0,0.0,2.77,0.00,0.00,,15.3,0,0.04,-0.1,-0.1,14,18,77.8,203,31,8,10,80.0,5,6,83.3,1,1,100.0,0.0,0.0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4.15,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,2,0,28,2,6,12,11,3,28,2,1,50.0,1,50.0,10,46,29,1,0,1,0,13,65,72.2,65,0,0,,0,1.00,1,1,0,0.00,0.00,1.2,1.1,+0.1,+0.17,+0.92,0,1,0,0,0,0,0,4,1,3,25.0,1
Mads Juel Andersen,DF,Luton Town,25,1,1,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,17,94.1,322,117,8,9,88.9,5,5,100.0,3,3,100.0,0.0,0.0,0,3,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,6,0,28,8,17,10,1,0,28,0,0,,0,,12,61,28,0,0,1,0,12,75,83.3,75,0,0,,0,0.00,0,2,-2,-2.40,+3.60,0.4,2.3,-1.9,-2.25,+1.76,0,4,0,0,0,0,0,3,0,1,0.0,1
Mathias Jorgensen,DF,Brentford,33,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,4.48,4.48,0.00,4.48,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,7,85.7,127,71,2,2,100.0,2,3,66.7,2,2,100.0,0.1,-0.3,1,1,2,1,6,1,0,1,0,1,1,0,0,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,8,1,5,1,2,0,8,0,0,,0,,4,14,10,0,0,0,0,4,7,7.8,,0,1,7,0,1.00,0,0,0,0.00,0.00,0.4,0.1,+0.3,+3.61,+2.90,0,0,0,0,0,0,0,2,0,0,,1
Issa Kabore,DF,Luton Town,22,1,1,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,4,4,0.00,0.00,0.00,0.00,0.00,0.03,0.36,0.39,0.03,0.39,Matches,2023,1,0,0.0,1.43,0.00,0.00,,27.8,0,0.02,0.0,0.0,16,22,72.7,301,123,7,8,87.5,7,9,77.8,2,4,50.0,0.3,-0.3,1,1,1,1,19,3,0,0,0,3,3,0,0,0,0,0,1,3,4.29,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,0,1,28,2,10,10,10,2,28,0,0,,0,,21,174,121,4,2,4,0,18,63,70.0,63,0,0,,0,0.00,0,1,-1,-1.43,+5.24,0.4,1.5,-1.1,-1.55,+3.31,0,1,0,0,0,0,0,3,0,1,0.0,1
Sasa Kalajdzic,FW,Wolves,26,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3.83,3.83,0.00,3.83,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,4,75.0,23,7,3,3,100.0,0,0,,0,0,,0.0,-0.1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,6,0,3,1,2,1,6,0,0,,0,,3,3,1,0,0,0,0,4,3,3.3,,0,1,3,0,0.00,0,0,0,0.00,+1.03,0.4,0.0,+0.4,+13.36,+13.81,0,0,0,0,0,0,0,1,1,1,50.0,1
Boubacar Kamara,MF,Aston Villa,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,2023,1,0,0.0,1.00,0.00,0.00,,7.1,0,0.03,0.0,0.0,51,60,85.0,596,228,30,34,88.2,17,20,85.0,0,1,0.0,0.0,0.0,1,8,0,0,59,1,1,2,0,0,0,0,0,0,0,0,1,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,69,3,16,41,13,1,69,3,2,66.7,0,0.0,43,234,117,3,0,2,1,53,90,100.0,90,1,0,,0,0.00,1,5,-4,-4.00,,1.8,3.3,-1.6,-1.58,,0,4,2,0,0,0,0,6,1,1,50.0,1
Thomas Kaminski,GK,Luton Town,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,21,37,56.8,866,783,1,1,100.0,6,6,100.0,14,29,48.3,0.0,0.0,0,1,0,0,22,14,3,0,1,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,42,34,42,0,0,0,42,0,0,,0,,22,139,93,0,0,0,0,11,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,0,0,0,0,0,0,0,0,0,,1
Michael Keane,DF,Everton,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2023,2,2,100.0,2.00,2.00,0.00,0.00,13.6,0,0.02,0.0,0.0,46,52,88.5,980,372,12,13,92.3,27,30,90.0,6,8,75.0,0.0,0.0,0,7,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,0,0,,0,0,0,0,2,4,3,0,62,9,29,28,5,2,62,0,0,,0,,39,171,79,0,0,1,0,43,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,0,0,0,0,0,0,6,1,4,20.0,1
Thilo Kehrer,MF,West Ham,26,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,14,13,1,1,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,1,9,0,0,0,0,0,1,5,5.6,,0,1,5,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,-0.35,-0.09,0,0,0,0,0,0,0,0,1,0,100.0,1
Milos Kerkez,DF,Bournemouth,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,43,56,76.8,710,184,21,27,77.8,18,22,81.8,3,4,75.0,0.0,0.0,1,4,2,1,44,12,0,0,0,4,12,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,3,0,69,3,22,32,16,1,69,3,1,33.3,2,66.7,35,165,54,0,0,1,1,34,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.3,1.1,+0.3,+0.26,,0,0,3,0,0,0,0,6,4,2,66.7,1
Max Kilman,DF,Wolves,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,9.2,0,0.03,0.0,0.0,38,50,76.0,659,287,18,20,90.0,17,19,89.5,3,10,30.0,0.0,0.0,1,1,1,0,48,2,2,0,0,1,0,0,0,0,0,0,1,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,1,2,50.0,1,4,3,1,2,4,4,0,66,14,44,18,4,2,66,0,0,,0,,34,190,132,0,0,0,1,39,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.2,2.2,0.0,+0.02,,0,2,1,0,0,0,0,5,2,2,50.0,1
