player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3,position_4
Kaoru Mitoma,22,jp JPN,26,90,0,1,0,0,4,1,0,0,36.0,0.0,0,0.0,0.2,0.2,0.3,5.0,1.0,17.0,21.0,81.0,1.0,27.0,4.0,7.0,2.0,1.0,196.0,72.0,12.0,15.0,80.0,3.0,3.0,100.0,1.0,1.0,100.0,0.2,3.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,25.0,6.0,36.0,28.6,5.0,71.4,253.0,154.0,2.0,2.0,0.0,0.0,24.0,9.0,0,1,1,2,0.0,0.0,0,6.0,0.0,1.0,0.0,True,BHA,NEW,4.0,2023-2024,LW,,,
Solly March,7,eng ENG,29,80,0,0,0,0,1,0,0,0,44.0,1.0,2,1.0,0.0,0.0,0.0,4.0,0.0,26.0,31.0,83.9,3.0,30.0,2.0,3.0,1.0,1.0,464.0,106.0,19.0,21.0,90.5,2.0,3.0,66.7,5.0,5.0,100.0,0.1,0.0,2.0,2.0,0.0,28.0,3.0,0.0,0.0,1.0,4,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,14.0,28.0,4.0,44.0,33.3,2.0,66.7,149.0,88.0,1.0,1.0,2.0,2.0,32.0,8.0,0,3,2,2,0.0,0.0,0,4.0,2.0,1.0,66.7,True,BHA,NEW,4.0,2023-2024,RW,AM,,
Adam Lallana,14,eng ENG,35,10,0,0,0,0,0,0,1,0,16.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,1.0,7.0,0.0,0.0,0.0,0.0,162.0,11.0,11.0,11.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,16.0,,0.0,,23.0,1.0,1.0,0.0,1.0,0.0,14.0,0.0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,,True,BHA,NEW,4.0,2023-2024,FW,,,
Joao Pedro,9,br BRA,21,76,0,0,0,0,2,0,0,0,32.0,0.0,2,0.0,0.2,0.2,0.1,3.0,0.0,16.0,20.0,80.0,1.0,29.0,3.0,3.0,1.0,1.0,203.0,27.0,10.0,12.0,83.3,5.0,6.0,83.3,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,16.0,13.0,5.0,32.0,33.3,0.0,0.0,214.0,70.0,3.0,2.0,3.0,3.0,28.0,3.0,0,1,4,0,0.0,0.0,0,3.0,2.0,0.0,100.0,True,BHA,NEW,4.0,2023-2024,AM,,,
Tariq Lamptey,2,gh GHA,22,14,0,0,0,0,0,0,1,0,7.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,6.0,2.0,1.0,1.0,0.0,64.0,13.0,3.0,4.0,75.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,7.0,100.0,0.0,0.0,54.0,43.0,0.0,2.0,0.0,0.0,6.0,2.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,True,BHA,NEW,4.0,2023-2024,RW,,,
Billy Gilmour,11,sct SCO,22,76,0,1,0,0,1,1,0,0,71.0,0.0,0,1.0,0.0,0.0,0.1,5.0,3.0,57.0,66.0,86.4,6.0,45.0,0.0,0.0,0.0,1.0,888.0,174.0,32.0,34.0,94.1,22.0,23.0,95.7,3.0,7.0,42.9,0.2,2.0,6.0,1.0,0.0,58.0,7.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,16.0,46.0,10.0,0.0,71.0,,0.0,,236.0,103.0,2.0,0.0,1.0,0.0,53.0,0.0,0,0,1,0,0.0,0.0,0,4.0,0.0,0.0,,True,BHA,NEW,4.0,2023-2024,DM,,,
Mahmoud Dahoud,8,de GER,27,14,0,0,0,0,0,0,1,0,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,100.0,0.0,21.0,0.0,0.0,0.0,0.0,286.0,27.0,17.0,17.0,100.0,5.0,5.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.0,3.0,0.0,24.0,,0.0,,63.0,15.0,0.0,0.0,0.0,0.0,24.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,,True,BHA,NEW,4.0,2023-2024,CM,DM,,
Pascal Gross,13,de GER,32,88,0,0,0,0,0,0,0,0,71.0,3.0,2,3.0,0.0,0.0,0.1,2.0,0.0,49.0,58.0,84.5,4.0,38.0,2.0,3.0,2.0,1.0,762.0,240.0,31.0,32.0,96.9,12.0,13.0,92.3,4.0,7.0,57.1,0.2,2.0,6.0,1.0,1.0,51.0,7.0,5.0,0.0,0.0,4,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,16.0,39.0,17.0,1.0,71.0,66.7,1.0,33.3,257.0,80.0,2.0,0.0,2.0,3.0,45.0,4.0,0,1,1,0,0.0,0.0,0,4.0,0.0,1.0,0.0,True,BHA,NEW,4.0,2023-2024,DM,RM,,
Simon Adingra,24,ci CIV,21,2,0,0,0,0,1,0,0,0,5.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,3.0,100.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0,0.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,,0.0,,12.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,True,BHA,NEW,4.0,2023-2024,RM,,,
Pervis Estupinan,30,ec ECU,25,90,0,0,0,0,1,0,0,0,60.0,1.0,3,3.0,0.0,0.0,0.1,3.0,0.0,34.0,42.0,81.0,4.0,30.0,2.0,1.0,0.0,1.0,476.0,123.0,21.0,24.0,87.5,12.0,14.0,85.7,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,34.0,7.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,4.0,3.0,0.0,6.0,14.0,30.0,18.0,3.0,60.0,0.0,1.0,100.0,124.0,80.0,2.0,1.0,1.0,0.0,25.0,3.0,0,1,0,1,0.0,0.0,0,9.0,2.0,0.0,100.0,True,BHA,NEW,4.0,2023-2024,LB,,,
Lewis Dunk,5,eng ENG,31,90,0,0,0,0,1,0,0,0,87.0,0.0,0,1.0,0.0,0.0,0.0,3.0,1.0,77.0,85.0,90.6,4.0,62.0,0.0,0.0,0.0,1.0,1570.0,532.0,22.0,23.0,95.7,43.0,44.0,97.7,11.0,15.0,73.3,0.0,1.0,8.0,0.0,0.0,77.0,7.0,7.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,10.0,43.0,43.0,4.0,3.0,87.0,,0.0,,302.0,117.0,0.0,0.0,0.0,0.0,67.0,0.0,0,0,0,0,0.0,0.0,0,5.0,2.0,2.0,50.0,True,BHA,NEW,4.0,2023-2024,CB,,,
Jan-Paul van Hecke,29,nl NED,23,90,0,0,0,0,0,0,0,0,96.0,1.0,0,3.0,0.0,0.0,0.0,1.0,0.0,83.0,87.0,95.4,3.0,73.0,0.0,0.0,0.0,1.0,1478.0,552.0,30.0,32.0,93.8,45.0,45.0,100.0,7.0,8.0,87.5,0.0,0.0,3.0,0.0,0.0,85.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,1.0,3.0,0.0,17.0,51.0,46.0,0.0,0.0,96.0,,0.0,,359.0,218.0,0.0,0.0,0.0,0.0,76.0,0.0,0,0,1,0,0.0,0.0,0,4.0,2.0,0.0,100.0,True,BHA,NEW,4.0,2023-2024,CB,,,
Joel Veltman,34,nl NED,31,90,0,0,0,0,0,0,0,0,49.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,41.0,46.0,89.1,3.0,30.0,1.0,0.0,0.0,1.0,698.0,186.0,21.0,24.0,87.5,16.0,18.0,88.9,4.0,4.0,100.0,0.0,0.0,1.0,1.0,0.0,39.0,7.0,2.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,26.0,13.0,0.0,49.0,,0.0,,93.0,56.0,1.0,0.0,1.0,0.0,35.0,1.0,0,1,2,0,0.0,0.0,0,2.0,0.0,0.0,,True,BHA,NEW,4.0,2023-2024,RB,,,
Bart Verbruggen,1,nl NED,21,90,0,0,0,0,0,0,0,0,62.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,61.0,88.5,0.0,53.0,0.0,1.0,1.0,1.0,1203.0,742.0,15.0,15.0,100.0,28.0,29.0,96.6,11.0,17.0,64.7,0.0,0.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,62.0,0.0,0.0,0.0,62.0,100.0,0.0,0.0,150.0,65.0,0.0,0.0,0.0,0.0,52.0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,True,BHA,NEW,4.0,2023-2024,GK,,,
Alexander Isak,14,se SWE,23,73,0,0,0,0,4,0,0,0,25.0,0.0,0,0.0,0.4,0.4,0.0,2.0,0.0,11.0,16.0,68.8,2.0,19.0,3.0,6.0,5.0,1.0,179.0,56.0,6.0,7.0,85.7,4.0,6.0,66.7,1.0,1.0,100.0,0.0,0.0,2.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,16.0,5.0,25.0,83.3,1.0,16.7,190.0,111.0,2.0,3.0,2.0,0.0,19.0,7.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,FW,LW,,
Harvey Barnes,15,eng ENG,25,17,0,0,0,0,1,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,1.0,1.0,0.0,0.0,16.0,0.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,17.0,13.0,0.0,1.0,0.0,0.0,4.0,1.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,LW,,,
Anthony Gordon,10,eng ENG,22,90,0,0,0,0,1,0,1,0,38.0,3.0,0,1.0,0.2,0.2,0.1,2.0,0.0,27.0,30.0,90.0,1.0,23.0,3.0,2.0,1.0,1.0,376.0,51.0,16.0,17.0,94.1,8.0,9.0,88.9,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,0.0,3.0,4.0,75.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,22.0,12.0,2.0,38.0,50.0,0.0,0.0,131.0,53.0,1.0,1.0,1.0,0.0,28.0,6.0,0,1,1,0,0.0,0.0,0,3.0,1.0,0.0,100.0,False,NEW,BHA,4.0,2023-2024,LW,RW,,
Miguel Almiron,24,py PAR,29,57,0,0,0,0,0,0,0,0,33.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,0.0,19.0,2.0,1.0,1.0,1.0,310.0,48.0,10.0,12.0,83.3,9.0,11.0,81.8,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,14.0,10.0,1.0,33.0,100.0,0.0,0.0,176.0,71.0,2.0,1.0,0.0,0.0,24.0,2.0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,RW,,,
Elliot Anderson,32,sct SCO,20,33,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.2,1.0,0.0,7.0,7.0,100.0,0.0,8.0,1.0,1.0,0.0,0.0,98.0,12.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.1,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,11.0,0.0,0.0,0.0,41.0,25.0,3.0,0.0,1.0,1.0,8.0,2.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,LM,,,
Joelinton,7,br BRA,27,57,0,0,0,0,1,0,0,0,29.0,2.0,0,0.0,0.1,0.1,0.0,1.0,0.0,17.0,21.0,81.0,1.0,19.0,1.0,3.0,2.0,1.0,211.0,57.0,13.0,13.0,100.0,4.0,5.0,80.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,18.0,3.0,2.0,29.0,66.7,1.0,33.3,47.0,26.0,0.0,1.0,1.0,0.0,19.0,1.0,0,2,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0,False,NEW,BHA,4.0,2023-2024,LM,,,
Callum Wilson,9,eng ENG,31,33,1,0,0,0,1,1,0,0,10.0,0.0,0,0.0,0.4,0.4,0.0,2.0,1.0,5.0,5.0,100.0,0.0,4.0,0.0,1.0,1.0,0.0,63.0,3.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,10.0,100.0,0.0,0.0,24.0,13.0,0.0,0.0,4.0,0.0,7.0,3.0,0,1,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,False,NEW,BHA,4.0,2023-2024,FW,,,
Bruno Guimaraes,39,br BRA,25,90,0,0,0,0,0,0,0,0,61.0,3.0,0,1.0,0.0,0.0,0.2,2.0,0.0,48.0,53.0,90.6,9.0,44.0,1.0,4.0,1.0,1.0,818.0,219.0,24.0,25.0,96.0,19.0,21.0,90.5,4.0,5.0,80.0,0.2,1.0,4.0,3.0,0.0,51.0,2.0,2.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,19.0,33.0,10.0,0.0,61.0,25.0,0.0,0.0,268.0,102.0,0.0,0.0,1.0,1.0,47.0,1.0,0,1,4,0,0.0,0.0,0,3.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,CM,,,
Sandro Tonali,8,it ITA,23,57,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.3,2.0,0.0,19.0,24.0,79.2,2.0,14.0,2.0,1.0,1.0,1.0,299.0,52.0,8.0,9.0,88.9,7.0,10.0,70.0,2.0,2.0,100.0,0.1,2.0,2.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,12.0,9.0,3.0,27.0,100.0,0.0,0.0,90.0,23.0,0.0,1.0,1.0,1.0,22.0,8.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,RM,,,
Sean Longstaff,36,eng ENG,25,33,0,1,0,0,0,0,0,0,18.0,1.0,0,0.0,0.0,0.0,0.5,2.0,1.0,12.0,16.0,75.0,5.0,12.0,1.0,1.0,1.0,0.0,240.0,125.0,6.0,6.0,100.0,4.0,7.0,57.1,2.0,3.0,66.7,0.0,2.0,3.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,4.0,0.0,18.0,100.0,0.0,0.0,56.0,20.0,1.0,0.0,0.0,2.0,14.0,0.0,0,0,1,0,0.0,0.0,0,3.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,RM,,,
Matt Targett,13,eng ENG,27,73,0,0,0,0,0,0,1,0,44.0,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,34.0,85.3,2.0,28.0,1.0,2.0,0.0,1.0,518.0,174.0,11.0,11.0,100.0,14.0,15.0,93.3,4.0,7.0,57.1,0.0,1.0,2.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,22.0,20.0,3.0,0.0,44.0,0.0,1.0,50.0,112.0,56.0,1.0,0.0,0.0,0.0,27.0,0.0,0,0,2,0,0.0,0.0,0,4.0,0.0,3.0,0.0,False,NEW,BHA,4.0,2023-2024,LB,,,
Jamaal Lascelles,6,eng ENG,29,17,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,0.0,14.0,0.0,0.0,0.0,0.0,267.0,72.0,4.0,4.0,100.0,7.0,9.0,77.8,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,10.0,0.0,0.0,17.0,,0.0,,46.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,False,NEW,BHA,4.0,2023-2024,CB,,,
Dan Burn,33,eng ENG,31,90,0,0,0,0,0,0,1,0,48.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0,88.1,1.0,27.0,0.0,0.0,0.0,1.0,826.0,251.0,4.0,8.0,50.0,27.0,27.0,100.0,6.0,7.0,85.7,0.0,0.0,0.0,0.0,0.0,37.0,5.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0,28.0,17.0,3.0,2.0,48.0,,0.0,,158.0,57.0,0.0,0.0,0.0,0.0,30.0,0.0,0,4,1,0,0.0,0.0,0,4.0,3.0,2.0,60.0,False,NEW,BHA,4.0,2023-2024,CB,LB,,
Fabian Schar,5,ch SUI,31,90,0,0,0,0,1,1,1,0,83.0,4.0,1,2.0,0.0,0.0,0.0,0.0,0.0,59.0,71.0,83.1,5.0,58.0,0.0,0.0,0.0,1.0,1252.0,408.0,12.0,14.0,85.7,35.0,37.0,94.6,11.0,17.0,64.7,0.0,0.0,2.0,1.0,0.0,70.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,5.0,3.0,0.0,12.0,38.0,41.0,4.0,2.0,83.0,,0.0,,229.0,104.0,1.0,0.0,0.0,0.0,63.0,0.0,0,4,0,0,0.0,0.0,0,4.0,0.0,2.0,0.0,False,NEW,BHA,4.0,2023-2024,CB,,,
Kieran Trippier,2,eng ENG,32,90,0,0,0,0,0,0,0,0,82.0,3.0,1,2.0,0.0,0.0,0.0,2.0,0.0,60.0,75.0,80.0,5.0,36.0,1.0,0.0,0.0,1.0,1112.0,424.0,21.0,21.0,100.0,31.0,35.0,88.6,7.0,16.0,43.8,0.0,1.0,3.0,0.0,0.0,57.0,18.0,8.0,0.0,0.0,5,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,4.0,2.0,0.0,5.0,34.0,38.0,10.0,0.0,82.0,,0.0,,88.0,42.0,2.0,0.0,0.0,0.0,51.0,2.0,0,2,2,0,0.0,0.0,0,2.0,0.0,1.0,0.0,False,NEW,BHA,4.0,2023-2024,RB,,,
Nick Pope,22,eng ENG,31,90,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,82.8,0.0,17.0,0.0,0.0,0.0,1.0,637.0,355.0,3.0,3.0,100.0,15.0,15.0,100.0,6.0,11.0,54.5,0.0,0.0,1.0,0.0,0.0,18.0,11.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,25.0,31.0,2.0,0.0,0.0,33.0,,0.0,,119.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,False,NEW,BHA,4.0,2023-2024,GK,,,
Darwin Nunez,9,uy URU,24,64,0,1,0,0,5,0,0,0,24.0,1.0,0,0.0,1.1,1.1,0.5,2.0,1.0,7.0,11.0,63.6,3.0,16.0,2.0,0.0,0.0,1.0,84.0,35.0,5.0,7.0,71.4,2.0,4.0,50.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,16.0,6.0,24.0,,0.0,,70.0,41.0,0.0,1.0,4.0,0.0,18.0,4.0,0,1,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,True,LIV,AVL,4.0,2023-2024,FW,,,
Cody Gakpo,18,nl NED,24,26,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,0.0,0.0,0.0,26.0,17.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,6.0,,0.0,,8.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,,True,LIV,AVL,4.0,2023-2024,FW,,,
Luis Diaz,7,co COL,26,64,0,0,0,0,1,0,0,0,33.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,22.0,27.0,81.5,1.0,26.0,5.0,1.0,0.0,1.0,288.0,45.0,15.0,17.0,88.2,4.0,6.0,66.7,1.0,2.0,50.0,0.1,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0,12.0,5.0,33.0,0.0,1.0,100.0,160.0,114.0,2.0,3.0,1.0,1.0,27.0,8.0,0,1,2,1,0.0,0.0,0,5.0,0.0,0.0,,True,LIV,AVL,4.0,2023-2024,LW,,,
