minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek,home_team,away_team
42,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,28,Right Foot,,Dominik Szoboszlai,Pass (Live),Luis Diaz,Pass (Live),4,Liverpool,Aston Villa
43,Moussa Diaby,Aston Villa,0.09,,Off Target,15,Left Foot,,Ollie Watkins,Pass (Live),Moussa Diaby,Pass (Live),4,Liverpool,Aston Villa
45+3,Mohamed Salah,Liverpool,0.16,0.04,Saved,11,Left Foot,,Trent Alexander-Arnold,Pass (Live),Joel Matip,Pass (Live),4,Liverpool,Aston Villa
47,Mohamed Salah,Liverpool,0.09,,Off Target,23,Left Foot,,Dominik Szoboszlai,Pass (Live),Dominik Szoboszlai,Take-On,4,Liverpool,Aston Villa
48,Matty Cash,Aston Villa,0.06,0.10,Saved,7,Head,,Lucas Digne,Pass (Live),Boubacar Kamara,Pass (Live),4,Liverpool,Aston Villa
49,Ollie Watkins,Aston Villa,0.08,,Off Target,9,Head,,Lucas Digne,Pass (Dead),Matty Cash,Shot,4,Liverpool,Aston Villa
49,Darwin Nunez,Liverpool,0.61,,Off Target,5,Head,,Trent Alexander-Arnold,Pass (Live),Alisson,Pass (Dead),4,Liverpool,Aston Villa
55,Darwin Nunez,Liverpool,0.03,,Off Target,8,Head,,Andrew Robertson,Pass (Dead),Joel Matip,Pass (Live),4,Liverpool,Aston Villa
55,Mohamed Salah,Liverpool,0.50,0.48,Goal,3,Left Foot,,Darwin Nunez,Shot,,,4,Liverpool,Aston Villa
62,John McGinn,Aston Villa,0.08,0.02,Saved,12,Head,,Leon Bailey,Pass (Live),Douglas Luiz,Pass (Live),4,Liverpool,Aston Villa
63,Pau Torres,Aston Villa,0.03,0.09,Saved,9,Other,,Lucas Digne,Pass (Dead),,,4,Liverpool,Aston Villa
69,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,29,Right Foot,,Joe Gomez,Pass (Live),Dominik Szoboszlai,Pass (Live),4,Liverpool,Aston Villa
72,Dominik Szoboszlai,Liverpool,0.04,,Off Target,22,Left Foot,,Joel Matip,Pass (Live),Andrew Robertson,Pass (Live),4,Liverpool,Aston Villa
74,Mohamed Salah,Liverpool,0.04,0.04,Saved,11,Right Foot,Volley,Joe Gomez,Pass (Live),Andrew Robertson,Pass (Live),4,Liverpool,Aston Villa
75,Harvey Elliott,Liverpool,0.03,,Blocked,22,Left Foot,,Dominik Szoboszlai,Pass (Dead),Mohamed Salah,Shot,4,Liverpool,Aston Villa
76,Jhon Duran,Aston Villa,0.02,,Off Target,21,Left Foot,,Nicolo Zaniolo,Pass (Live),Nicolo Zaniolo,Take-On,4,Liverpool,Aston Villa
77,Jhon Duran,Aston Villa,0.06,,Off Target,15,Left Foot,,Boubacar Kamara,Pass (Live),John McGinn,Pass (Live),4,Liverpool,Aston Villa
88,Joe Gomez,Liverpool,0.05,,Off Target,10,Head,,Dominik Szoboszlai,Pass (Dead),Mohamed Salah,Pass (Live),4,Liverpool,Aston Villa
7,Fabio Silva,Wolves,0.03,,Off Target,17,Right Foot,Volley,Mario Lemina,Pass (Live),Fabio Silva,Pass (Live),4,Crystal Palace,Wolves
10,Joao Gomes,Wolves,0.03,,Off Target,17,Right Foot,,Pablo Sarabia,Pass (Live),Joao Gomes,Pass (Live),4,Crystal Palace,Wolves
14,Odsonne Edouard,Crystal Palace,0.06,,Blocked,16,Right Foot,,Odsonne Edouard,Pass (Live),Odsonne Edouard,Take-On,4,Crystal Palace,Wolves
16,Jordan Ayew,Crystal Palace,0.43,,Blocked,10,Right Foot,,Jefferson Lerma,Pass (Live),Jefferson Lerma,Interception,4,Crystal Palace,Wolves
16,Odsonne Edouard,Crystal Palace,0.09,,Off Target,15,Right Foot,,Jordan Ayew,Shot,,,4,Crystal Palace,Wolves
19,Jeffrey Schlupp,Crystal Palace,0.17,0.46,Saved,8,Left Foot,,Jordan Ayew,Pass (Live),Odsonne Edouard,Pass (Live),4,Crystal Palace,Wolves
25,Odsonne Edouard,Crystal Palace,0.16,,Off Target,9,Head,,Jeffrey Schlupp,Pass (Live),Eberechi Eze,Pass (Live),4,Crystal Palace,Wolves
29,Matheus Cunha,Wolves,0.29,,Blocked,15,Right Foot,,Pedro Neto,Pass (Live),Mario Lemina,Pass (Live),4,Crystal Palace,Wolves
30,Fabio Silva,Wolves,0.01,,Off Target,21,Right Foot,Volley,Mario Lemina,Pass (Live),Pedro Neto,Pass (Dead),4,Crystal Palace,Wolves
34,Pedro Neto,Wolves,0.06,,Blocked,12,Left Foot,,Fabio Silva,Pass (Live),Rayan Ait Nouri,Pass (Live),4,Crystal Palace,Wolves
36,Nelson Semedo,Wolves,0.02,,Off Target,29,Right Foot,,Mario Lemina,Pass (Live),Joao Gomes,Pass (Live),4,Crystal Palace,Wolves
41,Odsonne Edouard,Crystal Palace,0.03,0.23,Saved,13,Left Foot,,Jefferson Lerma,Pass (Live),,,4,Crystal Palace,Wolves
42,Pedro Neto,Wolves,0.03,0.13,Saved,17,Right Foot,,Pablo Sarabia,Pass (Live),Max Kilman,Pass (Live),4,Crystal Palace,Wolves
43,Craig Dawson,Wolves,0.19,,Off Target,10,Head,,Pedro Neto,Pass (Live),Nelson Semedo,Pass (Live),4,Crystal Palace,Wolves
43,Pablo Sarabia,Wolves,0.05,,Off Target,12,Right Foot,Volley,Craig Dawson,Shot,,,4,Crystal Palace,Wolves
56,Odsonne Edouard,Crystal Palace,0.23,0.94,Goal,4,Right Foot,Volley,Tyrick Mitchell,Pass (Live),Cheick Doucoure,Pass (Live),4,Crystal Palace,Wolves
65,Hwang Hee-chan,Wolves,0.06,0.18,Goal,8,Head,,Pedro Neto,Pass (Dead),Rayan Ait Nouri,Fouled,4,Crystal Palace,Wolves
67,Jeffrey Schlupp,Crystal Palace,0.01,0.12,Saved,15,Other,,Eberechi Eze,Pass (Live),,,4,Crystal Palace,Wolves
72,Jefferson Lerma,Crystal Palace,0.08,0.11,Saved,8,Head,,Eberechi Eze,Pass (Dead),,,4,Crystal Palace,Wolves
73,Jordan Ayew,Crystal Palace,0.05,0.20,Saved,18,Right Foot,Volley,,,,,4,Crystal Palace,Wolves
75,Odsonne Edouard,Crystal Palace,0.03,,Off Target,15,Left Foot,,Eberechi Eze,Pass (Live),Tyrick Mitchell,Pass (Live),4,Crystal Palace,Wolves
78,Eberechi Eze,Crystal Palace,0.05,0.34,Saved,26,Right Foot,Free kick,Jordan Ayew,Fouled,Joachim Andersen,Pass (Live),4,Crystal Palace,Wolves
78,Eberechi Eze,Crystal Palace,0.50,0.92,Goal,10,Right Foot,,Jean-Philippe Mateta,Pass (Live),Joel Ward,Pass (Live),4,Crystal Palace,Wolves
84,Odsonne Edouard,Crystal Palace,0.15,0.39,Goal,16,Right Foot,,Jean-Philippe Mateta,Pass (Live),Odsonne Edouard,Pass (Live),4,Crystal Palace,Wolves
88,Pedro Neto,Wolves,0.01,0.03,Saved,27,Left Foot,,Nelson Semedo,Pass (Live),Hwang Hee-chan,Pass (Live),4,Crystal Palace,Wolves
90+3,Eberechi Eze,Crystal Palace,0.08,0.18,Saved,12,Right Foot,,Will Hughes,Pass (Live),Tyrick Mitchell,Pass (Live),4,Crystal Palace,Wolves
90+3,Joel Ward,Crystal Palace,0.01,,Off Target,26,Right Foot,Volley,Jean-Philippe Mateta,Pass (Live),Eberechi Eze,Pass (Dead),4,Crystal Palace,Wolves
90+6,Matheus Cunha,Wolves,0.39,0.39,Goal,8,Head,,Pedro Neto,Pass (Live),Hugo Bueno,Pass (Live),4,Crystal Palace,Wolves
3,Martinelli,Arsenal,0.04,,Blocked,8,Right Foot,,Martinelli,Take-On,Eddie Nketiah,Pass (Live),4,Arsenal,Manchester Utd
13,Kai Havertz,Arsenal,0.26,,Off Target,11,Left Foot,,Eddie Nketiah,Pass (Live),,,4,Arsenal,Manchester Utd
15,Bukayo Saka,Arsenal,0.01,,Blocked,18,Left Foot,,,,,,4,Arsenal,Manchester Utd
18,Martin Odegaard,Arsenal,0.04,,Blocked,22,Left Foot,,Ben White,Pass (Live),Bukayo Saka,Pass (Live),4,Arsenal,Manchester Utd
19,Declan Rice,Arsenal,0.18,,Off Target,6,Head,,Bukayo Saka,Pass (Dead),Gabriel Dos Santos,Pass (Live),4,Arsenal,Manchester Utd
27,Marcus Rashford,Manchester Utd,0.20,0.53,Goal,16,Right Foot,,Christian Eriksen,Pass (Live),Christian Eriksen,Interception,4,Arsenal,Manchester Utd
28,Martin Odegaard,Arsenal,0.17,0.23,Goal,16,Left Foot,,Martinelli,Pass (Live),Eddie Nketiah,Pass (Live),4,Arsenal,Manchester Utd
32,Christian Eriksen,Manchester Utd,0.06,,Blocked,23,Right Foot,,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Live),4,Arsenal,Manchester Utd
39,Marcus Rashford,Manchester Utd,0.03,,Off Target,25,Right Foot,,,,,,4,Arsenal,Manchester Utd
43,Martinelli,Arsenal,0.03,,Blocked,14,Right Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),4,Arsenal,Manchester Utd
45+2,Bukayo Saka,Arsenal,0.02,,Blocked,21,Left Foot,,Eddie Nketiah,Pass (Live),Martinelli,Pass (Dead),4,Arsenal,Manchester Utd
45+4,Kai Havertz,Arsenal,0.09,,Off Target,4,Head,,Bukayo Saka,Pass (Dead),Eddie Nketiah,Pass (Live),4,Arsenal,Manchester Utd
51,Martin Odegaard,Arsenal,0.07,,Blocked,24,Right Foot,,Oleksandr Zinchenko,Pass (Live),Eddie Nketiah,Pass (Live),4,Arsenal,Manchester Utd
53,Eddie Nketiah,Arsenal,0.05,,Blocked,15,Right Foot,,Kai Havertz,Pass (Live),Martinelli,Pass (Live),4,Arsenal,Manchester Utd
54,Anthony Martial,Manchester Utd,0.03,0.02,Saved,12,Left Foot,,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Live),4,Arsenal,Manchester Utd
54,Marcus Rashford,Manchester Utd,0.12,,Blocked,11,Left Foot,,Anthony Martial,Shot,,,4,Arsenal,Manchester Utd
55,Diogo Dalot,Manchester Utd,0.03,,Blocked,16,Left Foot,,Bruno Fernandes,Pass (Live),Marcus Rashford,Pass (Live),4,Arsenal,Manchester Utd
63,Martin Odegaard,Arsenal,0.04,0.03,Saved,15,Left Foot,,Martin Odegaard,Take-On,Eddie Nketiah,Pass (Live),4,Arsenal,Manchester Utd
68,Martinelli,Arsenal,0.04,,Off Target,25,Right Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),4,Arsenal,Manchester Utd
72,Rasmus Hojlund,Manchester Utd,0.33,,Blocked,5,Left Foot,,Marcus Rashford,Pass (Live),Marcus Rashford,Take-On,4,Arsenal,Manchester Utd
74,Marcus Rashford,Manchester Utd,0.05,,Blocked,12,Right Foot,,Bruno Fernandes,Pass (Live),Harry Maguire,Pass (Live),4,Arsenal,Manchester Utd
75,Antony,Manchester Utd,0.02,,Blocked,27,Left Foot,Deflected,Marcus Rashford,Shot,,,4,Arsenal,Manchester Utd
78,Marcus Rashford,Manchester Utd,0.06,,Blocked,17,Right Foot,,Marcus Rashford,Take-On,Christian Eriksen,Pass (Live),4,Arsenal,Manchester Utd
81,Bukayo Saka,Arsenal,0.41,0.26,Saved,9,Left Foot,,Ben White,Pass (Live),Martin Odegaard,Pass (Live),4,Arsenal,Manchester Utd
90+6,Martin Odegaard,Arsenal,0.02,,Blocked,24,Left Foot,,Gabriel Jesus,Pass (Live),Bukayo Saka,Pass (Live),4,Arsenal,Manchester Utd
90+6,Declan Rice,Arsenal,0.05,0.12,Goal,14,Right Foot,Deflected,Bukayo Saka,Pass (Dead),Martin Odegaard,Shot,4,Arsenal,Manchester Utd
90+11,Gabriel Jesus,Arsenal,0.76,0.96,Goal,10,Right Foot,,Gabriel Jesus,Take-On,Fabio Vieira,Pass (Live),4,Arsenal,Manchester Utd
