minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek,home_team,away_team
18,Luis Diaz,Liverpool,0.11,,Blocked,20,Right Foot,,Luis Diaz,Shot,,,2,Liverpool,Bournemouth
18,Dominik Szoboszlai,Liverpool,0.04,,Blocked,13,Left Foot,,Luis Diaz,Shot,,,2,Liverpool,Bournemouth
19,Cody Gakpo,Liverpool,0.02,,Off Target,24,Right Foot,,Mohamed Salah,Pass (Live),Alexis Mac Allister,Pass (Live),2,Liverpool,Bournemouth
19,Dominic Solanke,Bournemouth,0.02,,Off Target,30,Right Foot,,Marcos Senesi,Pass (Live),Marcos Senesi,Tackle,2,Liverpool,Bournemouth
28,Luis Diaz,Liverpool,0.27,0.49,Goal,9,Right Foot,Volley,Diogo Jota,Take-On,Trent Alexander-Arnold,Pass (Live),2,Liverpool,Bournemouth
34,Mohamed Salah,Liverpool,0.10,,Off Target,21,Left Foot,,Diogo Jota,Pass (Live),Cody Gakpo,Pass (Live),2,Liverpool,Bournemouth
36,Mohamed Salah (pen),Liverpool,0.79,0.97,Saved,13,Left Foot,,Dominik Szoboszlai,Fouled,Trent Alexander-Arnold,Pass (Live),2,Liverpool,Bournemouth
36,Mohamed Salah,Liverpool,0.75,0.94,Goal,5,Left Foot,Volley,Mohamed Salah,Shot,,,2,Liverpool,Bournemouth
45,Trent Alexander-Arnold,Liverpool,0.07,0.15,Saved,15,Left Foot,,Cody Gakpo,Pass (Live),Dominik Szoboszlai,Pass (Live),2,Liverpool,Bournemouth
45+1,Virgil van Dijk,Liverpool,0.10,,Off Target,8,Head,,Andrew Robertson,Pass (Dead),Trent Alexander-Arnold,Shot,2,Liverpool,Bournemouth
45+3,Dominik Szoboszlai,Liverpool,0.06,,Blocked,20,Right Foot,,Diogo Jota,Pass (Live),Dominik Szoboszlai,Pass (Live),2,Liverpool,Bournemouth
45+3,Ibrahima Konate,Liverpool,0.05,,Off Target,10,Head,,Trent Alexander-Arnold,Pass (Dead),Dominik Szoboszlai,Shot,2,Liverpool,Bournemouth
45+4,Antoine Semenyo,Bournemouth,0.04,0.06,Saved,26,Left Foot,,Joe Rothwell,Pass (Live),Ryan Christie,Interception,2,Liverpool,Bournemouth
46,Trent Alexander-Arnold,Liverpool,0.04,,Blocked,26,Right Foot,,Dominik Szoboszlai,Pass (Dead),,,2,Liverpool,Bournemouth
49,Antoine Semenyo,Bournemouth,0.05,,Off Target,21,Right Foot,,,,,,2,Liverpool,Bournemouth
50,Diogo Jota,Liverpool,0.06,,Off Target,11,Head,,Andrew Robertson,Pass (Dead),,,2,Liverpool,Bournemouth
51,Diogo Jota,Liverpool,0.09,,Off Target,25,Right Foot,,,,,,2,Liverpool,Bournemouth
53,Mohamed Salah,Liverpool,0.10,0.50,Saved,8,Left Foot,,,,,,2,Liverpool,Bournemouth
54,Cody Gakpo,Liverpool,0.08,,Blocked,16,Left Foot,,Luis Diaz,Pass (Live),Alexis Mac Allister,Pass (Live),2,Liverpool,Bournemouth
54,Cody Gakpo,Liverpool,0.13,,Blocked,16,Right Foot,,Cody Gakpo,Shot,,,2,Liverpool,Bournemouth
58,Diogo Jota,Liverpool,0.09,,Blocked,10,Left Foot,,Luis Diaz,Pass (Live),Luis Diaz,Take-On,2,Liverpool,Bournemouth
62,Dominik Szoboszlai,Liverpool,0.03,0.17,Saved,24,Right Foot,Deflected,Trent Alexander-Arnold,Pass (Live),Luis Diaz,Pass (Live),2,Liverpool,Bournemouth
62,Diogo Jota,Liverpool,0.34,0.99,Goal,4,Left Foot,,Dominik Szoboszlai,Shot,,,2,Liverpool,Bournemouth
67,Diogo Jota,Liverpool,0.10,0.07,Saved,7,Left Foot,,Diogo Jota,Take-On,Wataru Endo,Tackle,2,Liverpool,Bournemouth
70,Kieffer Moore,Bournemouth,0.23,,Off Target,13,Right Foot,,Antoine Semenyo,Pass (Live),Antoine Semenyo,Take-On,2,Liverpool,Bournemouth
72,Virgil van Dijk,Liverpool,0.02,0.49,Saved,53,Right Foot,Free kick,Luis Diaz,Fouled,Ibrahima Konate,Pass (Live),2,Liverpool,Bournemouth
74,Max Aarons,Bournemouth,0.02,,Blocked,24,Left Foot,,Dominic Solanke,Pass (Live),Marcos Senesi,Pass (Live),2,Liverpool,Bournemouth
80,Dominic Solanke,Bournemouth,0.06,,Off Target,22,Right Foot,,Justin Kluivert,Pass (Live),Justin Kluivert,Interception,2,Liverpool,Bournemouth
83,Mohamed Salah,Liverpool,0.08,,Off Target,22,Left Foot,,Virgil van Dijk,Pass (Live),Luis Diaz,Pass (Live),2,Liverpool,Bournemouth
84,Justin Kluivert,Bournemouth,0.22,0.61,Saved,10,Right Foot,,David Brooks,Pass (Live),Max Aarons,Pass (Live),2,Liverpool,Bournemouth
84,Philip Billing,Bournemouth,0.34,,Off Target,9,Right Foot,Volley,Justin Kluivert,Shot,,,2,Liverpool,Bournemouth
90,Philip Billing,Bournemouth,0.06,,Off Target,28,Left Foot,Free kick,David Brooks,Fouled,,,2,Liverpool,Bournemouth
90+2,Hamed Junior Traore,Bournemouth,0.02,0.04,Saved,31,Left Foot,,David Brooks,Pass (Live),Philip Billing,Pass (Live),2,Liverpool,Bournemouth
90+4,Hamed Junior Traore,Bournemouth,0.13,0.32,Saved,17,Left Foot,,Hamed Junior Traore,Take-On,Hamed Junior Traore,Take-On,2,Liverpool,Bournemouth
90+4,Dominic Solanke,Bournemouth,0.07,,Off Target,10,Head,,David Brooks,Pass (Dead),Hamed Junior Traore,Shot,2,Liverpool,Bournemouth
3,Mario Lemina,Wolves,0.03,,Blocked,23,Left Foot,,Pedro Neto,Pass (Live),Fabio Silva,Pass (Live),2,Wolves,Brighton
12,Julio Cesar Enciso,Brighton,0.02,,Off Target,26,Left Foot,,Pascal Gross,Pass (Live),Danny Welbeck,Pass (Live),2,Wolves,Brighton
14,Danny Welbeck,Brighton,0.09,,Off Target,16,Right Foot,,Kaoru Mitoma,Pass (Live),Danny Welbeck,Pass (Live),2,Wolves,Brighton
15,Kaoru Mitoma,Brighton,0.51,0.94,Goal,11,Right Foot,,Kaoru Mitoma,Take-On,Kaoru Mitoma,Take-On,2,Wolves,Brighton
26,Craig Dawson,Wolves,0.01,,Off Target,36,Right Foot,,Max Kilman,Pass (Live),Rayan Ait Nouri,Pass (Live),2,Wolves,Brighton
27,Julio Cesar Enciso,Brighton,0.03,,Blocked,18,Right Foot,,Julio Cesar Enciso,Take-On,Julio Cesar Enciso,Take-On,2,Wolves,Brighton
28,Fabio Silva,Wolves,0.40,0.74,Saved,17,Right Foot,,Matheus Cunha,Pass (Live),Joao Gomes,Pass (Live),2,Wolves,Brighton
29,Craig Dawson,Wolves,0.06,0.52,Saved,5,Other,,Matheus Nunes,Pass (Dead),Fabio Silva,Shot,2,Wolves,Brighton
32,Matheus Nunes,Wolves,0.08,,Off Target,15,Right Foot,,Matheus Cunha,Pass (Live),Matheus Cunha,Take-On,2,Wolves,Brighton
33,Julio Cesar Enciso,Brighton,0.04,,Off Target,26,Right Foot,,Kaoru Mitoma,Pass (Live),Julio Cesar Enciso,Pass (Live),2,Wolves,Brighton
37,Pedro Neto,Wolves,0.05,,Off Target,14,Right Foot,,Fabio Silva,Pass (Live),Fabio Silva,Take-On,2,Wolves,Brighton
38,Joao Gomes,Wolves,0.04,,Blocked,26,Right Foot,,Rayan Ait Nouri,Pass (Live),Matheus Nunes,Pass (Live),2,Wolves,Brighton
40,Rayan Ait Nouri,Wolves,0.32,,Off Target,11,Left Foot,,,,,,2,Wolves,Brighton
45,Solly March,Brighton,0.09,0.07,Saved,10,Left Foot,,Solly March,Take-On,Danny Welbeck,Pass (Live),2,Wolves,Brighton
46,Danny Welbeck,Brighton,0.09,0.03,Saved,22,Right Foot,,Solly March,Pass (Live),Pascal Gross,Pass (Live),2,Wolves,Brighton
46,Pervis Estupinan,Brighton,0.21,0.07,Goal,10,Left Foot,,Kaoru Mitoma,Pass (Live),Danny Welbeck,Shot,2,Wolves,Brighton
51,Solly March,Brighton,0.42,0.90,Goal,8,Left Foot,,Julio Cesar Enciso,Pass (Live),Billy Gilmour,Pass (Live),2,Wolves,Brighton
54,Julio Cesar Enciso,Brighton,0.11,0.49,Saved,19,Right Foot,,James Milner,Pass (Live),Danny Welbeck,Pass (Live),2,Wolves,Brighton
55,Solly March,Brighton,0.32,0.83,Goal,8,Left Foot,,Julio Cesar Enciso,Pass (Live),Danny Welbeck,Pass (Live),2,Wolves,Brighton
61,Mario Lemina,Wolves,0.65,,Woodwork,4,Left Foot,Volley,Pablo Sarabia,Pass (Dead),Nelson Semedo,Fouled,2,Wolves,Brighton
61,Matheus Cunha,Wolves,0.45,0.79,Saved,4,Head,,Hwang Hee-chan,Pass (Live),Mario Lemina,Shot,2,Wolves,Brighton
61,Hwang Hee-chan,Wolves,0.06,0.42,Goal,9,Head,,Pablo Sarabia,Pass (Dead),Matheus Cunha,Shot,2,Wolves,Brighton
68,Joao Pedro,Brighton,0.16,,Blocked,11,Right Foot,,Pascal Gross,Pass (Live),Joao Pedro,Tackle,2,Wolves,Brighton
68,Evan Ferguson,Brighton,0.09,,Off Target,10,Head,,Kaoru Mitoma,Pass (Live),Joao Pedro,Shot,2,Wolves,Brighton
75,Pedro Neto,Wolves,0.09,,Blocked,15,Left Foot,,Pedro Neto,Take-On,Rayan Ait Nouri,Pass (Live),2,Wolves,Brighton
75,Pablo Sarabia,Wolves,0.02,0.02,Saved,20,Left Foot,,Pedro Neto,Pass (Live),,,2,Wolves,Brighton
83,Pervis Estupinan,Brighton,0.02,,Off Target,9,Left Foot,,Pervis Estupinan,Pass (Live),Pervis Estupinan,Pass (Live),2,Wolves,Brighton
84,Solly March,Brighton,0.02,,Blocked,25,Left Foot,,Mahmoud Dahoud,Pass (Live),Evan Ferguson,Pass (Live),2,Wolves,Brighton
85,Solly March,Brighton,0.03,0.02,Saved,22,Left Foot,,Solly March,Take-On,Adam Lallana,Pass (Live),2,Wolves,Brighton
90,Nelson Semedo,Wolves,0.02,,Off Target,27,Right Foot,Volley,Nelson Semedo,Pass (Live),Matheus Nunes,Pass (Live),2,Wolves,Brighton
90+4,Hugo Bueno,Wolves,0.09,,Blocked,16,Left Foot,,Matheus Cunha,Pass (Live),Matheus Nunes,Pass (Live),2,Wolves,Brighton
90+4,Hugo Bueno,Wolves,0.05,,Blocked,15,Right Foot,,Hugo Bueno,Shot,,,2,Wolves,Brighton
3,Antony,Manchester Utd,0.05,,Off Target,16,Left Foot,,Alejandro Garnacho,Pass (Live),,,2,Tottenham,Manchester Utd
5,Alejandro Garnacho,Manchester Utd,0.02,0.16,Saved,17,Right Foot,,Alejandro Garnacho,Take-On,Mason Mount,Pass (Live),2,Tottenham,Manchester Utd
9,Raphael Varane,Manchester Utd,0.01,0.06,Saved,13,Head,,Luke Shaw,Pass (Dead),Antony,Pass (Live),2,Tottenham,Manchester Utd
10,Raphael Varane,Manchester Utd,0.02,,Off Target,10,Head,,Mason Mount,Pass (Dead),Raphael Varane,Shot,2,Tottenham,Manchester Utd
13,Marcus Rashford,Manchester Utd,0.12,0.92,Saved,8,Right Foot,,Marcus Rashford,Pass (Live),Bruno Fernandes,Pass (Live),2,Tottenham,Manchester Utd
14,Alejandro Garnacho,Manchester Utd,0.11,,Blocked,10,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Marcus Rashford,Pass (Live),2,Tottenham,Manchester Utd
16,Pape Matar Sarr,Tottenham,0.05,,Off Target,8,Head,,James Maddison,Pass (Dead),,,2,Tottenham,Manchester Utd
21,Marcus Rashford,Manchester Utd,0.03,,Blocked,17,Right Foot,,Bruno Fernandes,Pass (Dead),Casemiro,Fouled,2,Tottenham,Manchester Utd
23,Marcus Rashford,Manchester Utd,0.25,,Off Target,7,Head,,Bruno Fernandes,Pass (Live),Alejandro Garnacho,Pass (Live),2,Tottenham,Manchester Utd
24,Bruno Fernandes,Manchester Utd,0.07,,Blocked,17,Right Foot,,Luke Shaw,Pass (Live),Alejandro Garnacho,Pass (Live),2,Tottenham,Manchester Utd
25,Dejan Kulusevski,Tottenham,0.06,0.11,Saved,17,Left Foot,,Pape Matar Sarr,Pass (Live),Son Heung-min,Pass (Live),2,Tottenham,Manchester Utd
26,Alejandro Garnacho,Manchester Utd,0.08,,Blocked,17,Right Foot,,Marcus Rashford,Pass (Live),Marcus Rashford,Take-On,2,Tottenham,Manchester Utd
28,Casemiro,Manchester Utd,0.05,,Blocked,10,Head,,Luke Shaw,Pass (Dead),Alejandro Garnacho,Shot,2,Tottenham,Manchester Utd
30,Pape Matar Sarr,Tottenham,0.14,0.04,Saved,9,Left Foot,,Son Heung-min,Pass (Live),Destiny Udogie,Pass (Live),2,Tottenham,Manchester Utd
30,Pape Matar Sarr,Tottenham,0.08,,Blocked,6,Right Foot,,Pape Matar Sarr,Shot,,,2,Tottenham,Manchester Utd
32,Bruno Fernandes,Manchester Utd,0.05,,Blocked,18,Right Foot,,Marcus Rashford,Pass (Live),Antony,Pass (Live),2,Tottenham,Manchester Utd
32,Antony,Manchester Utd,0.02,,Off Target,24,Left Foot,,Bruno Fernandes,Shot,,,2,Tottenham,Manchester Utd
36,Bruno Fernandes,Manchester Utd,0.52,,Off Target,7,Head,,Luke Shaw,Pass (Live),Alejandro Garnacho,Pass (Live),2,Tottenham,Manchester Utd
40,Pedro Porro,Tottenham,0.11,,Woodwork,20,Right Foot,,Son Heung-min,Pass (Live),Micky van de Ven,Pass (Live),2,Tottenham,Manchester Utd
44,Dejan Kulusevski,Tottenham,0.02,0.02,Saved,26,Left Foot,,Richarlison,Pass (Live),Pape Matar Sarr,Pass (Live),2,Tottenham,Manchester Utd
45,Cristian Romero,Tottenham,0.11,,Off Target,10,Head,,Pedro Porro,Pass (Live),Pape Matar Sarr,Fouled,2,Tottenham,Manchester Utd
49,Pape Matar Sarr,Tottenham,0.32,0.96,Goal,5,Left Foot,Volley,Pedro Porro,Pass (Live),Pape Matar Sarr,Pass (Live),2,Tottenham,Manchester Utd
51,Antony,Manchester Utd,0.14,,Woodwork,15,Left Foot,,Bruno Fernandes,Pass (Live),Mason Mount,Pass (Live),2,Tottenham,Manchester Utd
52,Destiny Udogie,Tottenham,0.09,0.35,Saved,7,Left Foot,,Son Heung-min,Pass (Live),James Maddison,Pass (Live),2,Tottenham,Manchester Utd
53,James Maddison,Tottenham,0.04,0.29,Saved,12,Right Foot,,James Maddison,Take-On,Pape Matar Sarr,Pass (Live),2,Tottenham,Manchester Utd
56,Casemiro,Manchester Utd,0.22,0.16,Saved,10,Head,,Bruno Fernandes,Pass (Dead),Marcus Rashford,Fouled,2,Tottenham,Manchester Utd
60,Yves Bissouma,Tottenham,0.03,,Off Target,30,Right Foot,,Dejan Kulusevski,Pass (Live),Pedro Porro,Pass (Live),2,Tottenham,Manchester Utd
61,Son Heung-min,Tottenham,0.13,,Blocked,11,Right Foot,,Son Heung-min,Take-On,Son Heung-min,Take-On,2,Tottenham,Manchester Utd
64,Yves Bissouma,Tottenham,0.04,,Off Target,16,Right Foot,,Yves Bissouma,Take-On,Son Heung-min,Pass (Live),2,Tottenham,Manchester Utd
74,Pape Matar Sarr,Tottenham,0.07,,Off Target,8,Head,,James Maddison,Pass (Dead),,,2,Tottenham,Manchester Utd
80,Casemiro,Manchester Utd,0.06,0.13,Saved,22,Right Foot,Volley,Bruno Fernandes,Pass (Live),Raphael Varane,Pass (Live),2,Tottenham,Manchester Utd
83,Ben Davies,Tottenham,0.42,,Off Target,9,Left Foot,,Ivan Perisic,Pass (Live),James Maddison,Pass (Live),2,Tottenham,Manchester Utd
86,Bruno Fernandes,Manchester Utd,0.03,,Blocked,22,Right Foot,,Anthony Martial,Pass (Live),Diogo Dalot,Pass (Live),2,Tottenham,Manchester Utd
90+2,Bruno Fernandes,Manchester Utd,0.03,0.03,Saved,28,Right Foot,,Lisandro Martinez,Pass (Live),Raphael Varane,Pass (Live),2,Tottenham,Manchester Utd
90+3,James Maddison,Tottenham,0.06,,Blocked,14,Right Foot,,Ivan Perisic,Pass (Live),Ben Davies,Pass (Live),2,Tottenham,Manchester Utd
90+3,Ben Davies,Tottenham,0.01,,Blocked,27,Right Foot,Volley,James Maddison,Shot,,,2,Tottenham,Manchester Utd
90+6,Casemiro,Manchester Utd,0.05,,Blocked,20,Left Foot,,Luke Shaw,Pass (Live),,,2,Tottenham,Manchester Utd
90+7,Casemiro,Manchester Utd,0.02,,Blocked,11,Head,,Luke Shaw,Pass (Dead),Casemiro,Shot,2,Tottenham,Manchester Utd
90+9,Bruno Fernandes,Manchester Utd,0.13,,Off Target,25,Right Foot,Free kick,Facundo Pellistri,Fouled,,,2,Tottenham,Manchester Utd
9,Jack Grealish,Manchester City,0.03,,Blocked,16,Right Foot,,Julian Alvarez,Pass (Live),Phil Foden,Pass (Live),2,Manchester City,Newcastle Utd
14,Manuel Akanji,Manchester City,0.03,,Off Target,27,Left Foot,,Phil Foden,Pass (Live),Kyle Walker,Pass (Live),2,Manchester City,Newcastle Utd
21,Joelinton,Newcastle Utd,0.04,,Blocked,19,Right Foot,,Alexander Isak,Pass (Live),Miguel Almiron,Pass (Live),2,Manchester City,Newcastle Utd
29,Jack Grealish,Manchester City,0.02,,Blocked,18,Right Foot,,Phil Foden,Pass (Live),Erling Haaland,Pass (Live),2,Manchester City,Newcastle Utd
29,Mateo Kovacic,Manchester City,0.07,,Blocked,22,Left Foot,,Kyle Walker,Pass (Live),Jack Grealish,Shot,2,Manchester City,Newcastle Utd
30,Phil Foden,Manchester City,0.05,,Blocked,21,Left Foot,,Manuel Akanji,Pass (Live),Rodri,Pass (Live),2,Manchester City,Newcastle Utd
31,Julian Alvarez,Manchester City,0.11,0.56,Goal,17,Right Foot,,Phil Foden,Pass (Live),Mateo Kovacic,Pass (Live),2,Manchester City,Newcastle Utd
35,Mateo Kovacic,Manchester City,0.03,,Blocked,29,Right Foot,,Julian Alvarez,Take-On,Phil Foden,Pass (Live),2,Manchester City,Newcastle Utd
37,Miguel Almiron,Newcastle Utd,0.03,,Blocked,18,Left Foot,,Kieran Trippier,Pass (Live),Sven Botman,Pass (Live),2,Manchester City,Newcastle Utd
38,Jack Grealish,Manchester City,0.04,,Blocked,16,Right Foot,,Phil Foden,Pass (Live),Mateo Kovacic,Pass (Live),2,Manchester City,Newcastle Utd
41,Erling Haaland,Manchester City,0.08,,Off Target,16,Left Foot,,Phil Foden,Pass (Live),Julian Alvarez,Pass (Live),2,Manchester City,Newcastle Utd
48,Anthony Gordon,Newcastle Utd,0.03,,Blocked,19,Right Foot,,Joelinton,Pass (Live),Alexander Isak,Pass (Live),2,Manchester City,Newcastle Utd
49,Anthony Gordon,Newcastle Utd,0.05,,Off Target,13,Left Foot,,Joelinton,Pass (Live),Kieran Trippier,Pass (Live),2,Manchester City,Newcastle Utd
50,Erling Haaland,Manchester City,0.07,0.11,Saved,16,Left Foot,Volley,Ederson,Pass (Dead),,,2,Manchester City,Newcastle Utd
63,Erling Haaland,Manchester City,0.17,,Off Target,15,Left Foot,,Phil Foden,Pass (Live),Jack Grealish,Pass (Live),2,Manchester City,Newcastle Utd
65,Erling Haaland,Manchester City,0.10,0.04,Saved,13,Right Foot,,Phil Foden,Pass (Live),Ruben Dias,Pass (Live),2,Manchester City,Newcastle Utd
66,Bruno Guimaraes,Newcastle Utd,0.07,,Off Target,22,Right Foot,,Miguel Almiron,Pass (Live),Bruno Guimaraes,Pass (Live),2,Manchester City,Newcastle Utd
70,Harvey Barnes,Newcastle Utd,0.03,0.11,Saved,28,Right Foot,,Callum Wilson,Pass (Live),Callum Wilson,Take-On,2,Manchester City,Newcastle Utd
78,Miguel Almiron,Newcastle Utd,0.03,,Blocked,22,Left Foot,,Elliot Anderson,Pass (Live),Harvey Barnes,Pass (Live),2,Manchester City,Newcastle Utd
88,Phil Foden,Manchester City,0.07,,Blocked,15,Left Foot,,Julian Alvarez,Pass (Live),Rodri,Pass (Live),2,Manchester City,Newcastle Utd
89,Phil Foden,Manchester City,0.15,0.64,Saved,12,Right Foot,,Erling Haaland,Pass (Live),Rodri,Pass (Live),2,Manchester City,Newcastle Utd
1,Lucas Digne,Aston Villa,0.02,,Blocked,14,Left Foot,,Ollie Watkins,Pass (Live),Leon Bailey,Pass (Live),2,Aston Villa,Everton
9,Moussa Diaby,Aston Villa,0.07,,Off Target,21,Left Foot,,Ollie Watkins,Pass (Live),John McGinn,Pass (Live),2,Aston Villa,Everton
18,John McGinn,Aston Villa,0.57,0.92,Goal,4,Right Foot,Volley,Leon Bailey,Pass (Live),Moussa Diaby,Pass (Live),2,Aston Villa,Everton
20,Abdoulaye Doucoure,Everton,0.09,,Off Target,10,Left Foot,Volley,Alex Iwobi,Pass (Live),Michael Keane,Pass (Live),2,Aston Villa,Everton
20,James Garner,Everton,0.03,,Off Target,13,Head,,,,,,2,Aston Villa,Everton
22,Leon Bailey,Aston Villa,0.11,,Off Target,9,Head,,Matty Cash,Pass (Live),Douglas Luiz,Pass (Dead),2,Aston Villa,Everton
24,Douglas Luiz (pen),Aston Villa,0.79,0.99,Goal,13,Right Foot,,Ollie Watkins,Fouled,Leon Bailey,Shot,2,Aston Villa,Everton
27,Moussa Diaby,Aston Villa,0.08,0.05,Saved,18,Left Foot,,Douglas Luiz,Pass (Live),Leon Bailey,Pass (Live),2,Aston Villa,Everton
34,Moussa Diaby,Aston Villa,0.17,0.31,Saved,14,Right Foot,Volley,Lucas Digne,Pass (Live),John McGinn,Pass (Live),2,Aston Villa,Everton
45+1,Arnaut Danjuma,Everton,0.10,0.08,Saved,9,Right Foot,,Nathan Patterson,Pass (Live),Arnaut Danjuma,Pass (Live),2,Aston Villa,Everton
50,Boubacar Kamara,Aston Villa,0.03,,Blocked,25,Left Foot,,Moussa Diaby,Pass (Live),John McGinn,Pass (Live),2,Aston Villa,Everton
51,Leon Bailey,Aston Villa,0.21,0.06,Goal,12,Right Foot,,,,,,2,Aston Villa,Everton
53,Arnaut Danjuma,Everton,0.02,,Blocked,21,Right Foot,,Ashley Young,Pass (Live),Arnaut Danjuma,Pass (Live),2,Aston Villa,Everton
53,Arnaut Danjuma,Everton,0.03,,Blocked,22,Right Foot,,Abdoulaye Doucoure,Pass (Live),Neal Maupay,Pass (Live),2,Aston Villa,Everton
53,James Tarkowski,Everton,0.21,,Off Target,5,Left Foot,Volley,James Garner,Pass (Dead),Arnaut Danjuma,Shot,2,Aston Villa,Everton
56,Ollie Watkins,Aston Villa,0.34,,Off Target,12,Right Foot,,Moussa Diaby,Pass (Live),Douglas Luiz,Pass (Live),2,Aston Villa,Everton
59,Nathan Patterson,Everton,0.03,,Blocked,26,Right Foot,,Arnaut Danjuma,Pass (Live),Ashley Young,Pass (Live),2,Aston Villa,Everton
60,Neal Maupay,Everton,0.10,0.12,Saved,10,Right Foot,Volley,Ashley Young,Pass (Dead),Nathan Patterson,Shot,2,Aston Villa,Everton
67,Philippe Coutinho,Aston Villa,0.05,0.02,Saved,28,Right Foot,,Ollie Watkins,Pass (Live),Lucas Digne,Pass (Live),2,Aston Villa,Everton
75,Jhon Duran,Aston Villa,0.55,0.72,Goal,16,Left Foot,,Jhon Duran,Take-On,,,2,Aston Villa,Everton
80,Philippe Coutinho,Aston Villa,0.02,,Off Target,36,Right Foot,,Philippe Coutinho,Take-On,Jhon Duran,Pass (Live),2,Aston Villa,Everton
81,Arnaut Danjuma,Everton,0.04,,Blocked,15,Left Foot,,,,,,2,Aston Villa,Everton
2,Enzo Fernandez,Chelsea,0.03,,Off Target,25,Right Foot,,Nicolas Jackson,Pass (Live),Thiago Silva,Pass (Live),2,West Ham,Chelsea
5,Jarrod Bowen,West Ham,0.37,0.73,Saved,3,Left Foot,Volley,Tomas Soucek,Pass (Live),Michail Antonio,Pass (Live),2,West Ham,Chelsea
7,Nayef Aguerd,West Ham,0.13,0.40,Goal,6,Head,,James Ward-Prowse,Pass (Dead),Jarrod Bowen,Tackle,2,West Ham,Chelsea
13,Michail Antonio,West Ham,0.14,,Blocked,16,Left Foot,,Tomas Soucek,Pass (Live),Jarrod Bowen,Pass (Live),2,West Ham,Chelsea
14,Nicolas Jackson,Chelsea,0.69,,Off Target,4,Head,,Ben Chilwell,Pass (Live),Enzo Fernandez,Pass (Live),2,West Ham,Chelsea
17,Said Benrahma,West Ham,0.02,,Blocked,26,Right Foot,,Tomas Soucek,Pass (Live),Jarrod Bowen,Pass (Live),2,West Ham,Chelsea
20,Thiago Silva,Chelsea,0.04,,Blocked,9,Head,,Ben Chilwell,Pass (Dead),Enzo Fernandez,Pass (Live),2,West Ham,Chelsea
21,Conor Gallagher,Chelsea,0.03,0.05,Saved,29,Right Foot,,Enzo Fernandez,Pass (Live),Malo Gusto,Pass (Live),2,West Ham,Chelsea
22,Nicolas Jackson,Chelsea,0.09,,Off Target,17,Right Foot,Volley,Conor Gallagher,Shot,,,2,West Ham,Chelsea
24,Ben Chilwell,Chelsea,0.11,,Off Target,8,Head,,Enzo Fernandez,Pass (Live),Raheem Sterling,Pass (Live),2,West Ham,Chelsea
28,Carney Chukwuemeka,Chelsea,0.11,0.23,Goal,12,Right Foot,,Carney Chukwuemeka,Take-On,Carney Chukwuemeka,Pass (Live),2,West Ham,Chelsea
32,Levi Colwill,Chelsea,0.08,,Off Target,9,Head,,Enzo Fernandez,Pass (Dead),Enzo Fernandez,Pass (Live),2,West Ham,Chelsea
35,Malo Gusto,Chelsea,0.05,,Off Target,21,Right Foot,Volley,,,,,2,West Ham,Chelsea
37,Lucas Paqueta,West Ham,0.06,,Woodwork,17,Left Foot,,Lucas Paqueta,Take-On,Vladimir Coufal,Pass (Dead),2,West Ham,Chelsea
43,Enzo Fernandez (pen),Chelsea,0.79,0.98,Saved,13,Right Foot,,Raheem Sterling,Fouled,Levi Colwill,Pass (Live),2,West Ham,Chelsea
43,Said Benrahma,West Ham,0.01,,Off Target,26,Right Foot,,Emerson Palmieri,Pass (Live),,,2,West Ham,Chelsea
45+2,Ben Chilwell,Chelsea,0.12,,Blocked,14,Right Foot,,Raheem Sterling,Take-On,Raheem Sterling,Take-On,2,West Ham,Chelsea
51,James Ward-Prowse,West Ham,0.04,,Blocked,30,Right Foot,,Lucas Paqueta,Pass (Live),,,2,West Ham,Chelsea
53,Michail Antonio,West Ham,0.08,0.39,Goal,16,Right Foot,,James Ward-Prowse,Pass (Live),Lucas Paqueta,Pass (Live),2,West Ham,Chelsea
62,Raheem Sterling,Chelsea,0.06,,Blocked,9,Left Foot,,Mykhailo Mudryk,Pass (Live),Nicolas Jackson,Pass (Live),2,West Ham,Chelsea
62,Conor Gallagher,Chelsea,0.10,,Blocked,14,Left Foot,,Raheem Sterling,Shot,,,2,West Ham,Chelsea
62,Moises Caicedo,Chelsea,0.02,,Off Target,26,Right Foot,Volley,Moises Caicedo,Take-On,Conor Gallagher,Shot,2,West Ham,Chelsea
65,Said Benrahma,West Ham,0.03,,Off Target,23,Right Foot,Volley,Lucas Paqueta,Pass (Live),Tomas Soucek,Pass (Live),2,West Ham,Chelsea
79,Jarrod Bowen,West Ham,0.02,0.05,Saved,28,Left Foot,,Pablo Fornals,Pass (Live),Jarrod Bowen,Pass (Live),2,West Ham,Chelsea
80,Levi Colwill,Chelsea,0.06,,Off Target,26,Left Foot,,Noni Madueke,Pass (Live),Enzo Fernandez,Pass (Live),2,West Ham,Chelsea
85,Mykhailo Mudryk,Chelsea,0.08,,Off Target,12,Right Foot,Volley,Raheem Sterling,Pass (Live),Raheem Sterling,Take-On,2,West Ham,Chelsea
90+1,Pablo Fornals,West Ham,0.11,0.10,Saved,11,Right Foot,,Pablo Fornals,Interception,,,2,West Ham,Chelsea
