player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3
Bobby Reid,14,jm JAM,30,10,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,7,8,87.5,1,6,1,2,1,0.0,77,27,5,6,83.3,1,1,100.0,0,0,,0.0,1,1,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,4,0,9,50.0,0,0.0,26,19,1,0,1,1,8,2,0,0,1,0,0,0,0,0,0,0,,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,RW,,
Andreas Pereira,18,br BRA,27,80,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.3,5,1,33,48,68.8,6,29,0,0,0,1.0,634,194,16,19,84.2,11,17,64.7,6,10,60.0,0.4,4,3,3,0,40,8,3,1,0,7,0,5,2,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,3,22,28,2,53,,0,,88,32,3,0,2,3,37,4,0,0,1,0,0,0,0,3,1,0,100.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,LM,,
Tom Cairney,10,sct SCO,32,10,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,11,12,91.7,1,4,1,0,0,0.0,119,27,8,9,88.9,3,3,100.0,0,0,,0.0,0,3,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8,4,0,12,,0,,26,7,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,100.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,LM,,
Joao Palhinha,26,pt POR,28,90,0,0,0,0,3,0,0,0,96,5,1,2,0.1,0.1,0.0,2,0,73,82,89.0,6,55,0,0,0,1.0,1275,244,31,34,91.2,30,34,88.2,8,10,80.0,0.0,0,7,0,0,79,3,3,0,1,0,0,0,0,0,0,0,0,1,3,1,1,2,2,100.0,0,0,2,6,0,0,0,12,67,18,1,96,,0,,224,69,0,0,0,1,69,0,0,2,1,0,0,0,0,8,4,3,57.1,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,CM,,
Harrison Reed,6,eng ENG,28,61,0,0,0,0,0,0,0,0,56,0,0,0,0.0,0.0,0.0,1,0,46,50,92.0,2,32,1,0,0,1.0,632,122,28,29,96.6,17,20,85.0,1,1,100.0,0.0,0,4,0,0,48,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,5,32,19,0,56,,0,,129,47,1,0,2,0,44,9,0,0,0,0,0,0,0,3,0,2,0.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,RM,,
Alex Iwobi,22,ng NGA,27,29,0,0,0,0,2,0,0,0,33,1,0,0,0.1,0.1,0.0,3,1,26,31,83.9,3,19,1,1,0,0.0,435,61,11,11,100.0,12,13,92.3,2,3,66.7,0.0,0,1,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,0,2,16,17,1,33,0.0,1,100.0,151,28,1,1,0,0,29,2,0,0,0,0,0,0,0,5,0,0,,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,RM,,
Timothy Castagne,21,be BEL,27,90,0,0,0,0,1,0,1,0,85,4,2,1,0.0,0.0,0.0,2,0,65,72,90.3,4,46,1,1,1,1.0,1058,169,32,34,94.1,26,26,100.0,6,7,85.7,0.1,1,1,1,1,63,9,0,0,0,2,9,0,0,0,0,0,3,3,2,1,1,3,3,100.0,0,1,0,6,2,0,5,25,37,23,3,85,100.0,0,0.0,134,45,1,0,3,1,52,4,0,1,1,0,0,0,0,8,0,2,0.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,LB,,
Tim Ream,13,us USA,35,90,0,0,0,0,0,0,0,0,155,3,0,0,0.0,0.0,0.0,1,0,140,148,94.6,13,115,3,1,0,1.0,2815,873,43,44,97.7,86,90,95.6,10,13,76.9,0.1,0,18,1,0,146,2,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,1,1,100.0,0,0,0,3,3,0,7,26,124,6,2,155,0.0,1,100.0,621,378,1,0,0,0,129,0,0,0,1,0,0,0,0,8,2,3,40.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,CB,,
Issa Diop,31,fr FRA,26,90,0,0,0,0,0,0,1,0,167,1,0,1,0.0,0.0,0.0,1,0,157,164,95.7,13,137,1,0,0,1.0,2935,962,46,47,97.9,107,108,99.1,3,7,42.9,0.0,0,17,0,0,163,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,1,1,1,0,1,26,140,1,0,167,,0,,672,432,1,0,0,1,153,0,0,1,0,0,0,0,0,5,1,1,50.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,CB,,
Kenny Tete,2,nl NED,27,90,0,0,0,0,1,0,0,0,113,0,2,0,0.2,0.2,0.0,1,0,92,105,87.6,10,77,4,4,1,1.0,1359,325,56,60,93.3,32,36,88.9,3,6,50.0,0.1,0,8,3,3,93,12,1,1,0,7,11,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,2,1,0,0,6,61,46,2,113,25.0,3,75.0,289,97,3,0,0,1,91,16,0,0,2,0,0,0,0,4,1,1,50.0,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,RB,,
Bernd Leno,17,de GER,31,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,0,16,0,0,0,1.0,492,375,4,4,100.0,11,11,100.0,4,9,44.4,0.0,0,0,0,0,17,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,24,0,0,0,24,,0,,98,71,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,,True,Fulham Player Stats,Luton Town Player Stats,5.0,2023-2024,GK,,
Carlton Morris,9,eng ENG,27,73,0,0,0,0,1,0,0,0,23,1,0,0,0.1,0.1,0.0,0,0,11,18,61.1,1,13,1,1,0,1.0,169,13,8,12,66.7,2,5,40.0,1,1,100.0,0.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,1,0,0,0,1,14,8,2,23,0.0,1,100.0,71,20,1,0,2,5,17,0,0,2,0,0,0,0,0,4,2,4,33.3,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,FW,,
Chiedozie Ogbene,7,ie IRL,26,17,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,2,0,4,7,57.1,0,5,0,2,1,0.0,31,8,4,4,100.0,0,2,0.0,0,0,,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,6,1,9,50.0,1,50.0,11,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CM,FW,
Jacob Brown,19,sct SCO,25,73,0,0,0,0,1,0,0,0,24,3,2,2,0.3,0.3,0.3,2,0,5,8,62.5,0,10,2,3,1,1.0,68,23,4,5,80.0,1,2,50.0,0,0,,0.2,2,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,0,1,1,100.0,0,0,2,5,2,0,3,9,6,9,4,24,33.3,1,33.3,92,41,2,1,1,2,10,3,0,0,1,1,0,0,0,2,2,0,100.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,FW,,
Alfie Doughty,45,eng ENG,23,17,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,3,8,37.5,0,1,1,0,0,0.0,59,16,1,2,50.0,2,2,100.0,0,4,0.0,0.0,0,0,0,0,3,5,1,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,2,6,0,9,,0,,11,6,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,LM,FW,
Tahith Chong,14,nl NED,23,73,0,0,0,0,1,1,1,0,18,1,0,0,0.1,0.1,0.0,0,0,8,12,66.7,1,9,1,0,0,1.0,142,53,1,2,50.0,6,7,85.7,0,2,0.0,0.0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,2,7,9,2,1,18,,0,,86,60,1,1,4,0,8,0,0,1,1,0,0,0,0,2,0,0,,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CM,,
Elijah Adebayo,11,eng ENG,25,17,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,2,0,4,4,100.0,0,4,0,0,0,0.0,57,14,3,3,100.0,1,1,100.0,0,0,,0.0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,5,2,8,,0,,14,8,0,0,2,0,8,2,0,0,0,0,0,0,0,0,2,1,66.7,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,FW,CM,
Marvelous Nakamba,13,zw ZIM,29,90,0,0,0,0,0,0,0,0,30,6,1,2,0.0,0.0,0.0,0,0,17,20,85.0,0,11,0,0,0,1.0,202,48,13,13,100.0,4,4,100.0,0,1,0.0,0.0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,3,5,60.0,2,2,0,7,1,0,0,13,17,0,0,30,,0,,44,5,0,0,0,0,11,0,0,2,0,0,0,0,0,4,1,0,100.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CM,,
Albert Sambi Lokonga,28,be BEL,23,73,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.1,2,0,18,25,72.0,1,20,0,2,0,1.0,275,75,11,13,84.6,7,9,77.8,0,2,0.0,0.0,1,1,0,0,21,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,10,14,6,0,30,0.0,2,100.0,70,34,1,0,0,1,18,0,0,2,1,0,0,0,0,8,0,2,0.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CM,,
Pelly Ruddock Mpanzu,17,cd COD,30,17,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,0,0,2,4,50.0,2,4,0,0,0,0.0,30,19,1,2,50.0,1,1,100.0,0,1,0.0,0.0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,3,2,0,6,,0,,16,4,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,RM,CM,
Amari'i Bell,29,jm JAM,29,90,0,0,0,0,1,1,0,0,29,3,1,2,0.2,0.2,0.0,0,0,8,14,57.1,0,12,0,0,0,1.0,127,49,5,5,100.0,2,6,33.3,1,3,33.3,0.0,0,1,0,0,12,2,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,2,50.0,1,0,2,4,3,0,2,16,11,2,1,29,,0,,84,52,0,0,2,0,10,2,0,2,1,0,0,0,0,2,0,1,0.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,LB,,
Mads Juel Andersen,5,dk DEN,25,90,0,0,0,0,0,0,0,0,39,0,3,1,0.0,0.0,0.0,0,0,25,31,80.6,2,16,0,0,0,1.0,474,312,12,13,92.3,10,14,71.4,3,4,75.0,0.0,0,2,0,0,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,3,2,0,5,29,10,0,0,39,,0,,70,17,0,0,0,0,19,0,0,0,0,0,0,0,0,7,2,1,66.7,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CB,,
Tom Lockyer,4,wls WAL,28,90,0,0,0,0,1,0,0,0,38,2,2,0,0.2,0.2,0.0,1,0,20,30,66.7,3,23,0,1,1,1.0,396,202,8,11,72.7,8,9,88.9,4,10,40.0,0.0,0,2,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,100.0,0,0,0,4,3,0,7,27,10,1,1,38,100.0,0,0.0,131,98,0,0,1,0,18,0,0,1,1,0,0,0,0,8,2,0,100.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CB,,
Reece Burke,16,eng ENG,27,80,0,0,0,0,0,0,0,0,27,2,0,2,0.0,0.0,0.0,0,0,11,18,61.1,1,13,0,0,0,1.0,198,55,2,4,50.0,7,10,70.0,1,3,33.3,0.0,0,1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,,0,2,0,2,3,0,5,11,13,3,2,27,,0,,49,20,0,0,2,1,12,3,0,0,0,0,0,0,0,2,5,1,83.3,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,CB,,
Cauley Woodrow,10,eng ENG,28,10,0,0,0,0,1,0,0,0,2,0,0,0,0.1,0.1,0.0,0,0,0,0,,0,2,0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,2,,0,,11,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,100.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,FW,,
Issa Kabore,12,bf BFA,22,90,0,0,0,0,1,0,0,0,44,2,1,1,0.0,0.0,0.7,5,0,25,32,78.1,3,14,2,3,1,1.0,417,261,14,16,87.5,10,15,66.7,1,1,100.0,0.4,3,0,5,4,18,14,0,0,0,4,14,0,0,0,0,0,0,0,2,0,0,1,2,50.0,1,1,0,3,2,0,3,11,19,14,1,44,33.3,2,66.7,112,74,0,1,2,0,19,2,0,3,1,0,0,0,0,1,1,0,100.0,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,RB,,
Thomas Kaminski,24,be BEL,30,90,0,0,0,0,0,0,1,0,30,0,0,0,0.0,0.0,0.0,0,0,15,29,51.7,0,13,0,0,0,1.0,530,435,4,4,100.0,4,5,80.0,6,19,31.6,0.0,0,1,1,0,18,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,22,30,0,0,0,30,,0,,113,60,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,,False,Luton Town Player Stats,Fulham Player Stats,5.0,2023-2024,GK,,
Michail Antonio,9,jm JAM,33,66,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.1,1,0,5,8,62.5,0,14,5,2,1,1.0,73,34,1,1,100.0,3,5,60.0,0,0,,0.0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,1,0,0,0,2,7,6,1,15,50.0,1,50.0,182,102,3,1,4,0,13,2,0,0,1,0,0,0,0,1,0,1,0.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,FW,,
Kudus Mohammed,14,gh GHA,23,24,0,0,0,0,0,0,0,0,17,2,1,1,0.0,0.0,0.0,1,0,4,7,57.1,0,8,1,2,0,0.0,61,14,3,3,100.0,1,1,100.0,0,2,0.0,0.0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,2,100.0,0,0,1,3,0,0,3,12,6,1,0,17,0.0,1,50.0,47,32,0,0,3,0,6,0,0,1,2,0,0,0,0,7,0,0,,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,RW,AM,FW
Lucas Paqueta,10,br BRA,26,90,0,0,0,0,0,0,1,0,72,3,1,1,0.0,0.0,0.0,1,0,54,64,84.4,5,54,0,2,2,1.0,954,378,20,22,90.9,21,25,84.0,7,8,87.5,0.2,0,3,0,0,60,4,2,1,1,0,0,0,0,0,0,0,2,1,3,0,0,1,2,50.0,1,0,1,4,1,0,3,18,48,7,0,72,100.0,0,0.0,272,112,1,0,0,1,59,2,0,1,3,0,0,0,0,6,0,0,,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,LW,DM,
Jarrod Bowen,20,eng ENG,26,90,0,0,0,0,0,0,0,0,30,1,2,0,0.0,0.0,0.0,2,1,17,23,73.9,1,22,2,1,0,1.0,256,79,8,10,80.0,6,7,85.7,1,2,50.0,0.0,0,0,0,0,20,3,0,0,0,4,1,1,1,0,0,0,2,1,0,0,1,0,1,0.0,1,0,0,3,1,0,1,3,15,12,0,30,0.0,1,100.0,135,63,1,0,0,2,21,3,0,1,1,0,0,0,0,2,1,1,50.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,RW,FW,
James Ward-Prowse,7,eng ENG,28,90,1,0,0,0,2,2,0,0,45,0,2,2,0.6,0.6,0.1,2,0,27,31,87.1,1,21,0,0,0,1.0,480,153,14,15,93.3,9,9,100.0,4,6,66.7,0.2,2,0,0,0,26,5,2,0,0,4,0,3,1,2,0,0,0,0,0,0,0,0,0,,0,1,1,2,3,0,3,15,22,8,1,45,,0,,75,38,1,0,2,1,26,2,0,1,1,0,0,0,0,2,0,1,0.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,AM,DM,
Edson Alvarez,19,mx MEX,25,67,0,0,0,0,0,0,1,0,36,0,0,0,0.0,0.0,0.0,0,0,24,27,88.9,0,26,0,0,0,1.0,397,53,10,12,83.3,11,12,91.7,2,2,100.0,0.0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,6,0,7,27,9,0,0,36,,0,,171,20,0,0,0,2,26,0,0,1,2,0,0,0,0,2,0,1,0.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,DM,,
Said Benrahma,22,dz ALG,28,23,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,3,5,60.0,0,6,2,1,0,0.0,39,9,1,2,50.0,1,1,100.0,0,0,,0.0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,1,3,2,3,0,8,0.0,1,100.0,98,34,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,LW,,
Tomas Soucek,28,cz CZE,28,86,0,0,0,0,0,0,1,0,28,1,0,4,0.0,0.0,0.2,1,0,14,17,82.4,2,9,1,1,0,1.0,150,52,9,11,81.8,3,3,100.0,0,0,,0.2,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,3,1,1,4,0,9,11,14,3,1,28,0.0,1,100.0,52,26,2,0,1,0,12,0,0,0,0,0,0,0,0,4,6,0,100.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,DM,AM,
Danny Ings,18,eng ENG,31,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,0.0,17,0,1,1,100.0,0,0,,0,0,,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,FW,,
Emerson Palmieri,33,it ITA,29,90,0,0,0,0,1,0,0,0,44,2,0,1,0.1,0.1,0.0,3,0,32,36,88.9,3,27,2,1,1,1.0,395,151,19,20,95.0,10,13,76.9,0,0,,0.0,1,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,1,100.0,0,0,1,2,2,0,2,12,24,9,2,44,100.0,0,0.0,114,66,2,1,0,0,29,1,0,1,0,0,0,0,0,2,0,2,0.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,LB,,
Nayef Aguerd,27,ma MAR,27,90,0,0,0,0,2,0,0,0,63,0,3,4,0.3,0.3,0.0,0,0,40,46,87.0,1,39,0,0,0,1.0,895,467,19,20,95.0,12,12,100.0,9,14,64.3,0.0,0,1,0,0,42,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,0,3,8,0,19,52,8,3,3,63,,0,,129,59,0,0,1,0,43,0,0,0,1,0,0,0,0,2,2,1,66.7,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,CB,,
Kurt Zouma,4,fr FRA,28,90,0,0,0,0,1,1,0,0,39,0,2,2,0.1,0.1,0.0,0,0,28,29,96.6,0,27,0,0,0,1.0,505,209,9,9,100.0,16,16,100.0,2,2,100.0,0.0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,2,0,2,5,0,11,29,9,1,1,39,,0,,154,34,1,1,0,0,25,0,0,0,0,0,0,0,0,3,1,0,100.0,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,CB,,
Vladimir Coufal,5,cz CZE,31,86,0,1,0,0,0,0,0,0,41,4,2,2,0.0,0.0,0.5,1,1,22,31,71.0,1,21,4,0,0,1.0,320,189,12,15,80.0,9,11,81.8,0,2,0.0,0.2,1,2,1,1,25,6,0,0,0,1,6,0,0,0,0,0,2,4,3,0,1,3,6,50.0,3,1,1,6,1,0,4,19,16,7,1,41,,0,,208,148,2,1,1,0,20,1,0,1,0,1,0,0,0,3,2,1,66.7,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,RB,,
Thilo Kehrer,24,de GER,26,4,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,2,0,0,0,0.0,49,7,4,4,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2,0,5,,0,,6,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,RB,,
Alphonse Areola,23,fr FRA,30,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,20,21,95.2,0,15,0,0,0,1.0,503,285,6,6,100.0,9,9,100.0,5,6,83.3,0.0,0,0,0,0,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,28,29,0,0,0,29,,0,,96,76,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,True,West Ham Player Stats,Manchester City Player Stats,5.0,2023-2024,GK,,
Erling Haaland,9,no NOR,23,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,1.0,108,6,7,8,87.5,1,2,50.0,1,1,100.0,0.0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,17,11,22,,0,,34,10,0,0,0,0,18,10,0,0,0,0,0,0,0,0,1,0,100.0,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,FW,,
Rico Lewis,82,eng ENG,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,0.0,10,9,1,1,100.0,0,0,,0,0,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,AM,FW,
Jeremy Doku,11,be BEL,21,89,1,0,0,0,3,2,0,0,61,2,0,2,0.1,0.1,0.6,7,0,30,40,75.0,4,46,13,8,3,1.0,406,92,21,24,87.5,8,12,66.7,1,1,100.0,0.6,3,2,2,0,40,0,0,0,0,4,0,0,0,0,0,0,2,2,1,1,0,0,0,,0,0,2,2,0,0,0,6,17,39,13,61,37.5,5,62.5,405,279,0,11,3,0,45,16,0,0,2,0,0,0,0,6,1,1,50.0,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,LW,,
Sergio Gomez,21,es ESP,23,1,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,2,0,0,0.0,48,0,3,4,75.0,1,1,100.0,0,0,,0.0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,3,3,1,7,,0,,40,31,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,LW,,
Phil Foden,47,eng ENG,23,66,0,0,0,0,5,1,0,0,48,1,0,0,0.1,0.1,0.1,5,0,29,38,76.3,3,40,2,1,0,1.0,426,61,20,22,90.9,6,9,66.7,2,4,50.0,0.2,2,0,2,0,33,5,0,0,1,4,1,4,0,2,0,0,2,1,0,0,1,1,1,100.0,0,0,0,1,0,0,0,2,6,40,6,48,0.0,1,100.0,120,28,0,2,3,1,38,11,0,2,1,0,0,0,0,3,0,0,,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,RW,,
Matheus Nunes,27,pt POR,25,24,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,20,23,87.0,1,22,0,0,0,0.0,252,17,15,15,100.0,4,6,66.7,0,0,,0.0,0,1,0,0,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,9,11,1,24,,0,,57,22,0,0,0,0,23,3,0,1,0,0,0,0,0,0,0,0,,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,DM,,
Julian Alvarez,19,ar ARG,23,90,0,2,0,0,2,0,0,0,67,0,0,1,0.1,0.1,0.5,8,3,52,63,82.5,4,45,6,0,0,1.0,763,182,30,34,88.2,13,14,92.9,5,11,45.5,0.4,4,5,3,1,55,8,1,1,0,9,1,5,0,4,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,5,18,44,4,67,,0,,283,158,4,1,0,0,47,7,0,0,0,0,0,0,0,2,0,3,0.0,False,Manchester City Player Stats,West Ham Player Stats,5.0,2023-2024,AM,,
