player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Wes Foderingham,GK,Sheffield Utd,32,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,33,66,50.0,930,704,8,8,100.0,14,14,100.0,11,44,25.0,0.0,0.0,0,2,0,0,37,29,10,0,0,0,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,71,58,71,0,0,0,71,0,0,,0,,37,172,105,0,0,0,0,21,90,100.0,90,2,0,,0,0.00,1,3,-2,-1.00,,1.0,3.3,-2.3,-1.13,,0,0,0,0,0,0,0,4,0,0,,2
Pablo Fornals,"MF,FW",West Ham,27,2,1,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,6,7,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.25,0.18,0.25,2023,3,1,33.3,2.70,0.90,0.00,0.00,18.7,0,0.07,-0.2,-0.2,30,38,78.9,507,113,14,16,87.5,8,11,72.7,5,6,83.3,0.1,-0.1,2,5,2,0,36,2,0,0,0,2,0,0,0,0,0,0,1,7,6.30,5,0,0,0,0,2,1,0.90,0,0,0,0,0,1,4,3,1,1,2,2,6,33.3,4,1,0,1,1,5,1,0,53,1,8,22,23,8,53,3,2,66.7,1,33.3,23,100,31,2,2,4,2,30,50,55.6,85,0,1,15,0,2.00,2,1,+1,+0.90,-0.23,2.0,1.5,+0.5,+0.44,+2.06,0,1,0,0,0,0,0,7,0,2,0.0,2
Lyle Foster,MF,Burnley,22,1,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.19,0.15,0.19,2023,2,0,0.0,2.02,0.00,0.00,,16.0,0,0.07,-0.1,-0.1,14,20,70.0,247,43,5,7,71.4,7,8,87.5,1,2,50.0,0.0,0.0,1,1,1,0,16,4,1,0,1,0,0,0,0,0,0,0,1,3,3.03,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0,,0,2,0,2,0,2,2,0,37,3,5,23,10,4,37,3,1,33.3,2,66.7,14,103,51,1,1,3,2,18,89,98.9,89,0,0,,0,0.00,0,3,-3,-3.03,-3.03,0.3,1.9,-1.6,-1.60,+1.62,0,1,0,0,0,0,0,5,2,3,40.0,2
Cody Gakpo,MF,Liverpool,24,2,2,127,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,4,7,3,0.00,0.00,0.00,0.00,0.00,0.16,0.10,0.27,0.16,0.27,2023,3,0,0.0,2.13,0.00,0.00,,18.6,0,0.08,-0.2,-0.2,30,40,75.0,422,132,17,19,89.5,11,14,78.6,1,3,33.3,0.1,-0.1,2,5,2,0,39,0,0,0,0,1,0,0,0,0,0,1,2,5,3.57,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,4,2,1,3,0,1,3,33.3,2,6,0,6,0,4,3,0,61,2,10,34,18,3,61,4,3,75.0,1,25.0,35,161,64,2,1,4,1,39,64,70.6,64,0,0,,0,2.00,4,2,+2,+1.42,+1.42,4.1,1.3,+2.8,+1.98,+3.80,0,4,1,0,0,0,0,8,2,1,66.7,2
Conor Gallagher,MF,Chelsea,23,2,2,164,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,4,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,2023,2,1,50.0,1.10,0.55,0.00,0.00,21.7,0,0.06,-0.1,-0.1,114,126,90.5,1568,259,68,72,94.4,37,41,90.2,2,2,100.0,0.0,0.0,0,7,0,0,121,4,4,0,0,0,0,0,0,0,0,1,3,2,1.10,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,5,2,3,1,1,3,6,50.0,3,1,1,0,5,10,3,0,146,5,26,82,39,1,146,2,2,100.0,0,0.0,102,462,149,5,0,4,0,108,82,91.1,82,1,0,,0,0.50,2,3,-1,-0.55,+5.08,3.7,2.1,+1.5,+0.82,+4.93,0,2,2,0,0,0,0,15,1,0,100.0,2
Idrissa Gana Gueye,MF,Everton,33,2,2,135,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,2023,2,0,0.0,1.33,0.00,0.00,,21.5,0,0.03,-0.1,-0.1,60,70,85.7,837,176,27,29,93.1,28,31,90.3,1,3,33.3,0.0,0.0,1,4,1,0,68,1,0,0,0,2,1,0,0,0,0,1,1,4,2.67,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,7,2,1,2,4,2,5,40.0,3,3,0,3,1,8,3,0,87,6,20,49,21,1,87,0,0,,0,,47,186,72,1,0,2,0,45,68,75.0,68,1,0,,0,0.00,0,3,-3,-2.00,+2.00,2.9,3.2,-0.3,-0.19,+1.37,0,3,0,0,0,0,0,21,0,2,0.0,2
Alejandro Garnacho,"MF,FW",Manchester Utd,19,2,2,132,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,8,4,17,0.00,0.00,0.00,0.00,0.00,0.22,0.03,0.25,0.22,0.25,2023,7,1,14.3,4.77,0.68,0.00,0.00,17.1,0,0.05,-0.3,-0.3,33,45,73.3,455,83,22,24,91.7,10,15,66.7,1,2,50.0,0.1,0.0,1,2,3,0,45,0,0,0,0,1,0,0,0,0,0,0,2,8,5.41,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,1,4,25.0,3,2,0,2,1,2,1,0,66,1,5,23,38,13,66,4,2,50.0,2,50.0,50,323,166,2,6,5,1,48,66,73.3,66,0,0,,0,1.50,0,1,-1,-0.68,-0.68,2.6,2.3,+0.3,+0.19,+0.16,0,2,5,0,0,0,0,9,1,1,50.0,2
James Garner,MF,Everton,22,2,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,4,3,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,2023,1,0,0.0,0.52,0.00,0.00,,13.5,0,0.03,0.0,0.0,49,67,73.1,797,264,28,31,90.3,12,14,85.7,6,13,46.2,0.1,-0.2,2,8,1,0,57,10,5,0,2,10,0,5,1,3,0,0,4,5,2.62,1,3,0,0,0,1,0,0.00,0,0,0,0,0,0,3,2,1,2,0,2,4,50.0,2,2,1,1,1,4,1,0,81,3,18,30,33,1,81,5,4,80.0,1,20.0,47,215,89,4,0,3,0,47,86,95.6,86,1,0,,0,0.00,0,5,-5,-2.62,-2.62,3.0,4.2,-1.2,-0.63,-2.17,0,1,5,1,0,0,0,11,1,1,50.0,2
Morgan Gibbs-White,"FW,MF",Nott'ham Forest,23,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,12,10,0.00,0.00,0.00,0.00,0.00,0.07,0.23,0.30,0.07,0.30,2023,3,1,33.3,1.50,0.50,0.00,0.00,22.0,0,0.05,-0.1,-0.1,46,71,64.8,1057,434,18,25,72.0,13,21,61.9,15,23,65.2,0.6,-0.5,5,7,1,0,58,13,4,1,2,13,0,9,4,5,0,0,1,11,5.50,4,5,1,0,1,0,0,0.00,0,0,0,0,0,0,3,2,0,1,2,2,2,100.0,0,0,0,0,1,4,1,0,96,2,15,35,48,3,96,14,6,42.9,8,57.1,60,324,192,6,0,6,0,63,90,100.0,90,2,0,,0,1.50,3,3,0,0.00,,2.6,1.3,+1.2,+0.62,,0,2,3,0,0,0,0,13,4,2,66.7,2
Billy Gilmour,MF,Brighton,22,2,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,2023,1,1,100.0,0.84,0.84,0.00,0.00,26.1,0,0.01,0.0,0.0,89,93,95.7,1367,416,44,45,97.8,35,36,97.2,4,4,100.0,0.1,0.0,0,7,2,1,91,1,0,0,0,2,0,1,1,0,0,1,1,1,0.84,1,0,0,0,0,0,1,0.84,1,0,0,0,0,0,4,3,3,0,1,2,4,50.0,2,1,0,1,0,4,0,0,99,4,25,62,12,0,99,0,0,,0,,58,182,75,1,0,1,1,83,54,59.4,90,1,1,17,0,3.00,6,2,+4,+3.36,+0.90,3.9,3.1,+0.8,+0.68,-1.62,0,2,0,0,0,0,0,7,0,1,0.0,2
Joao Gomes,MF,Wolves,22,2,2,142,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,1,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,2023,2,0,0.0,1.27,0.00,0.00,,19.4,0,0.03,-0.1,-0.1,47,56,83.9,661,217,31,34,91.2,13,17,76.5,2,2,100.0,0.1,-0.1,2,5,2,1,54,2,2,0,0,1,0,0,0,0,0,0,2,7,4.44,3,0,1,0,1,2,0,0.00,0,0,0,0,0,0,4,4,1,2,1,1,6,16.7,5,0,0,0,1,5,2,0,72,2,27,28,17,4,72,4,3,75.0,1,25.0,45,202,80,1,0,3,4,45,71,78.9,71,0,0,,0,0.00,0,5,-5,-3.17,-5.54,2.7,4.1,-1.4,-0.86,-3.75,0,1,3,0,0,0,0,12,2,0,100.0,2
Toti Gomes,DF,Wolves,24,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,17,21,81.0,288,81,8,8,100.0,9,11,81.8,0,1,0.0,0.0,0.0,0,0,0,0,19,2,2,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0,22,2,11,10,1,0,22,0,0,,0,,17,58,22,0,0,0,0,18,20,11.1,,0,1,20,1,0.00,0,0,0,0.00,+2.25,0.3,0.1,+0.2,+0.87,+1.05,0,1,0,0,0,0,0,0,0,0,,2
Joe Gomez,DF,Liverpool,26,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,13,84.6,205,39,5,6,83.3,4,4,100.0,2,3,66.7,0.0,0.0,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,15,1,3,6,6,0,15,0,0,,0,,2,13,1,0,0,0,0,5,16,8.9,,0,1,16,1,3.00,0,0,0,0.00,-1.10,0.1,0.8,-0.8,-4.23,-5.57,0,0,0,0,0,0,0,1,0,0,,2
Anthony Gordon,FW,Newcastle Utd,22,2,2,122,1.4,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,4,3,8,0.00,0.74,0.74,0.00,0.74,0.12,0.47,0.58,0.12,0.58,2023,3,0,0.0,2.21,0.00,0.00,,15.4,0,0.05,-0.2,-0.2,33,38,86.8,495,113,22,22,100.0,9,13,69.2,2,3,66.7,0.4,+0.4,2,1,3,1,38,0,0,1,0,2,0,0,0,0,0,0,0,3,2.21,2,0,0,1,0,0,1,0.74,1,0,0,0,0,0,2,0,2,0,0,0,4,0.0,4,0,0,0,0,2,0,0,57,0,9,27,22,6,57,6,2,33.3,1,16.7,49,384,157,3,3,4,2,48,61,67.8,61,0,0,,0,1.50,3,2,+1,+0.74,-2.37,2.0,1.9,+0.1,+0.08,-1.11,0,5,9,0,0,0,0,4,0,0,,2
Jack Grealish,FW,Manchester City,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,1,11,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,2023,3,0,0.0,3.00,0.00,0.00,,16.7,0,0.03,-0.1,-0.1,39,49,79.6,554,70,24,26,92.3,11,15,73.3,2,3,66.7,0.0,0.0,0,0,0,0,42,7,1,0,1,2,3,3,1,0,0,0,2,2,2.00,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,2,3,66.7,1,2,1,1,1,3,1,0,62,2,10,21,32,5,62,2,1,50.0,1,50.0,36,376,173,2,3,1,2,39,90,50.0,90,1,0,,1,3.00,1,0,+1,+1.00,-2.00,1.0,0.3,+0.7,+0.71,-0.91,0,1,1,0,0,0,0,5,0,1,0.0,2
Pascal Gross,MF,Brighton,32,2,2,170,1.9,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.3,1,15,9,0.00,0.00,0.00,0.00,0.00,0.26,0.42,0.68,0.26,0.68,2023,3,1,33.3,1.59,0.53,0.00,0.00,13.0,0,0.17,-0.5,-0.5,125,145,86.2,1842,543,77,82,93.9,31,34,91.2,9,17,52.9,0.6,-0.8,8,10,5,0,133,11,8,1,2,7,0,3,1,2,0,1,2,11,5.82,8,2,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,1,5,20.0,4,3,1,2,3,5,2,0,165,11,39,81,45,7,165,2,2,100.0,0,0.0,96,350,165,0,0,1,2,124,85,94.4,85,1,0,,0,3.00,8,2,+6,+3.18,+3.18,6.1,3.4,+2.8,+1.47,+2.29,0,1,1,0,0,0,0,6,2,1,66.7,2
Marc Guehi,DF,Crystal Palace,23,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,8,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,2023,1,0,0.0,0.50,0.00,0.00,,11.5,0,0.03,0.0,0.0,140,154,90.9,3289,1189,25,29,86.2,92,95,96.8,23,28,82.1,0.1,0.0,1,16,1,0,146,8,8,0,4,0,0,0,0,0,0,0,0,4,2.01,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,2,50.0,1,4,4,0,3,5,5,0,171,16,87,77,8,1,171,1,1,100.0,0,0.0,119,544,270,1,0,2,1,124,90,99.4,90,1,0,,0,1.50,1,1,0,0.00,0.00,2.9,2.5,+0.4,+0.18,+0.18,0,0,3,0,0,0,0,10,3,2,60.0,2
Bruno Guimaraes,MF,Newcastle Utd,25,2,2,174,1.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,10,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,2023,3,1,33.3,1.55,0.52,0.00,0.00,22.1,0,0.06,-0.2,-0.2,100,113,88.5,1634,426,50,52,96.2,42,45,93.3,6,12,50.0,0.1,0.0,0,11,1,0,107,6,6,0,1,0,0,0,0,0,0,0,1,3,1.55,2,0,1,0,0,0,2,1.03,1,0,1,0,0,0,1,0,1,0,0,1,5,20.0,4,1,1,0,1,2,1,0,128,5,30,73,26,3,128,2,1,50.0,1,50.0,109,543,172,2,1,4,2,112,87,96.7,87,1,0,,0,1.50,4,2,+2,+1.03,-13.97,3.1,2.5,+0.6,+0.32,-3.49,0,4,7,0,0,0,0,12,0,0,,2
Malo Gusto,DF,Chelsea,20,2,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,4,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,2023,1,0,0.0,0.93,0.00,0.00,,21.2,0,0.05,0.0,0.0,73,83,88.0,1077,220,47,51,92.2,19,21,90.5,6,7,85.7,0.1,0.0,0,2,1,1,73,10,1,0,0,4,9,0,0,0,0,0,3,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,3,0,0,0,1,0.0,1,2,1,1,1,4,3,0,97,2,21,45,32,2,97,1,1,100.0,0,0.0,60,357,177,2,0,2,0,65,49,53.9,82,0,1,15,0,0.50,1,2,-1,-0.93,+0.16,2.4,0.9,+1.4,+1.32,+2.02,0,0,1,0,0,0,0,5,0,0,,2
Josko Gvardiol,DF,Manchester City,21,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,62,72,86.1,1162,243,22,26,84.6,34,38,89.5,5,6,83.3,0.0,0.0,0,2,0,0,64,8,0,0,1,0,8,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,1,2,0,2,4,50.0,2,1,1,0,0,3,1,0,86,1,27,54,6,1,86,3,1,33.3,2,66.7,44,203,76,0,0,2,0,57,51,56.7,90,1,1,12,0,3.00,1,0,+1,+0.88,-2.58,1.1,0.4,+0.8,+0.69,-1.09,0,0,0,0,0,0,0,6,3,0,100.0,2
Erling Haaland,FW,Manchester City,23,2,2,169,1.9,2,0,2,2,0,0,0,0,1.0,1.0,0.4,1.4,4,2,8,1.07,0.00,1.07,1.07,1.07,0.53,0.21,0.74,0.53,0.74,2023,8,4,50.0,4.26,2.13,0.25,0.50,12.0,0,0.12,+1.0,+1.0,15,22,68.2,171,40,10,12,83.3,4,4,100.0,0,1,0.0,0.1,-0.4,3,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,2,5,2.66,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,40,1,3,12,25,11,40,1,0,0.0,1,100.0,30,145,83,3,3,4,3,36,85,93.9,85,1,0,,0,3.00,4,0,+4,+2.13,+2.13,2.8,0.5,+2.3,+1.20,+0.58,0,3,2,0,0,0,0,3,1,4,20.0,2
Antwoine Hackford,FW,Sheffield Utd,19,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,14,0,2,2,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4,1,0,0.0,1,100.0,3,11,2,1,0,1,0,3,7,7.2,,0,2,7,0,0.00,0,1,-1,-6.92,-6.38,0.0,0.1,-0.1,-0.65,+0.51,0,0,0,0,0,0,0,0,0,1,0.0,2
Gustavo Hamer,MF,Sheffield Utd,26,1,1,90,1.0,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.1,2,3,3,1.00,0.00,1.00,1.00,1.00,0.02,0.05,0.07,0.02,0.07,2023,1,1,100.0,1.00,1.00,1.00,1.00,21.3,0,0.02,+1.0,+1.0,33,47,70.2,540,201,17,20,85.0,8,10,80.0,5,11,45.5,0.1,0.0,1,4,0,0,42,5,1,0,1,5,0,4,4,0,0,0,0,2,2.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,0,1,2,3,1,0,58,1,12,23,23,3,58,2,1,50.0,1,50.0,29,123,52,0,1,3,1,42,90,50.0,90,1,0,,0,0.00,1,2,-1,-1.00,0.00,0.5,1.4,-0.9,-0.88,+0.49,0,1,1,0,0,0,0,3,0,0,,2
Kai Havertz,"MF,FW",Arsenal,24,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3,8,11,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16,2023,3,0,0.0,1.50,0.00,0.00,,17.6,0,0.03,-0.1,-0.1,72,82,87.8,1031,167,45,49,91.8,22,24,91.7,3,4,75.0,0.3,-0.2,3,5,3,0,78,3,3,0,0,0,0,0,0,0,0,1,0,5,2.50,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,2,2,100.0,0,2,0,2,2,4,1,0,103,1,7,51,47,6,103,3,0,0.0,3,100.0,71,326,145,2,0,2,1,83,90,100.0,90,2,0,,0,3.00,3,1,+2,+1.00,,2.8,2.2,+0.7,+0.33,,0,5,7,0,0,0,0,5,7,6,53.8,2
Jan Paul van Hecke,DF,Brighton,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2023,1,1,100.0,1.00,1.00,0.00,0.00,16.5,0,0.02,0.0,0.0,72,74,97.3,1366,507,22,23,95.7,48,48,100.0,2,3,66.7,0.0,0.0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,6,0,87,9,37,49,1,1,87,0,0,,0,,64,347,188,0,0,1,0,65,90,50.0,90,1,0,,1,3.00,4,1,+3,+3.00,0.00,4.0,1.5,+2.5,+2.54,+2.39,0,0,0,0,0,0,0,3,5,6,45.5,2
Hwang Hee-chan,"MF,FW",Wolves,27,2,0,64,0.7,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,3,2,4,1.41,0.00,1.41,1.41,1.41,0.53,0.63,1.15,0.53,1.15,2023,5,1,20.0,7.03,1.41,0.20,1.00,14.3,0,0.07,+0.6,+0.6,25,28,89.3,360,58,17,19,89.5,7,7,100.0,1,1,100.0,0.9,-0.4,1,0,1,1,27,1,0,0,1,1,0,1,0,0,0,0,0,5,7.03,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,38,0,5,11,22,11,38,4,3,75.0,1,25.0,28,181,97,2,2,1,1,28,32,35.6,,0,2,32,0,0.00,1,1,0,0.00,+3.10,2.3,1.6,+0.6,+0.88,+1.47,0,1,3,1,0,0,0,4,0,0,,2
Rico Henry,DF,Brentford,26,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,6,9,7,0.00,0.50,0.50,0.00,0.50,0.00,0.37,0.37,0.00,0.37,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,51,66,77.3,826,264,26,31,83.9,21,25,84.0,3,7,42.9,0.7,+0.3,2,4,5,1,62,4,0,0,1,5,4,0,0,0,0,0,2,5,2.50,4,0,1,0,0,0,3,1.50,2,0,1,0,0,0,3,1,1,1,1,3,4,75.0,1,4,0,4,3,6,4,0,86,8,33,31,23,4,86,5,4,80.0,1,20.0,47,288,158,2,2,3,3,47,90,100.0,90,2,0,,0,2.00,5,2,+3,+1.50,,5.9,1.7,+4.1,+2.06,,0,3,2,2,0,0,0,10,1,1,50.0,2
Son Heung-min,FW,Tottenham,31,2,2,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,6,11,22,0.00,0.00,0.00,0.00,0.00,0.13,0.21,0.33,0.13,0.33,2023,3,1,33.3,1.65,0.55,0.00,0.00,10.5,0,0.08,-0.2,-0.2,61,79,77.2,775,193,36,42,85.7,21,27,77.8,0,1,0.0,0.4,-0.4,4,1,4,0,77,1,0,1,0,5,1,0,0,0,0,1,4,9,4.94,6,0,2,1,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,0,0,0,1,3,2,0,91,1,9,18,65,14,91,7,4,57.1,3,42.9,67,380,219,2,4,1,2,74,82,91.1,82,1,0,,0,2.00,4,2,+2,+1.10,+1.10,2.8,3.9,-1.1,-0.58,+0.51,0,1,3,0,0,1,0,7,0,0,,2
Aaron Hickey,DF,Brentford,21,2,2,148,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,2023,1,0,0.0,0.61,0.00,0.00,,27.1,0,0.03,0.0,0.0,49,55,89.1,726,241,28,29,96.6,18,20,90.0,3,3,100.0,0.1,-0.1,1,2,0,0,52,3,1,0,0,1,2,0,0,0,0,0,2,4,2.43,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,3,2,3,0,0,2,2,100.0,0,1,0,1,1,4,2,0,64,4,28,25,13,1,64,4,2,50.0,0,0.0,44,194,77,1,0,0,1,42,74,82.2,74,0,0,,0,2.00,4,2,+2,+1.22,-1.60,4.2,1.5,+2.7,+1.65,-2.36,0,4,3,0,0,0,0,9,0,1,0.0,2
James Hill,DF,Bournemouth,21,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,11,90.9,215,81,4,4,100.0,3,4,75.0,2,2,100.0,0.0,0.0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,0,5,7,0,12,0,0,,0,,9,25,7,1,0,0,1,11,16,8.9,,0,1,16,1,1.00,1,0,+1,+5.63,+7.27,1.0,0.2,+0.8,+4.47,+5.73,0,1,0,0,0,0,0,0,1,0,100.0,2
